"Step","ALFWORLD_RFT_Qwen_1.5B_R3L_explorer - rollout/reward/mean","ALFWORLD_RFT_Qwen_1.5B_R3L_explorer - rollout/reward/mean__MIN","ALFWORLD_RFT_Qwen_1.5B_R3L_explorer - rollout/reward/mean__MAX"
"185","0.5885416666666666","0.5885416666666666","0.5885416666666666"
"186","0.6276041666666666","0.6276041666666666","0.6276041666666666"
"187","0.6223958333333334","0.6223958333333334","0.6223958333333334"
"188","0.609375","0.609375","0.609375"
"189","0.6848958333333334","0.6848958333333334","0.6848958333333334"
"190","0.6510416666666666","0.6510416666666666","0.6510416666666666"
"191","0.6770833333333334","0.6770833333333334","0.6770833333333334"
"192","0.640625","0.640625","0.640625"
"193","0.6223958333333334","0.6223958333333334","0.6223958333333334"
"194","0.6510416666666666","0.6510416666666666","0.6510416666666666"
"195","0.6223958333333334","0.6223958333333334","0.6223958333333334"
"196","0.640625","0.640625","0.640625"
"197","0.6380208333333334","0.6380208333333334","0.6380208333333334"
"198","0.5598958333333334","0.5598958333333334","0.5598958333333334"
"199","0.65625","0.65625","0.65625"
"200","0.6458333333333334","0.6458333333333334","0.6458333333333334"
"201","0.65625","0.65625","0.65625"
"202","0.6614583333333334","0.6614583333333334","0.6614583333333334"
"203","0.6744791666666666","0.6744791666666666","0.6744791666666666"
"204","0.6432291666666666","0.6432291666666666","0.6432291666666666"
"205","0.6744791666666666","0.6744791666666666","0.6744791666666666"
"206","0.65625","0.65625","0.65625"
"207","0.6796875","0.6796875","0.6796875"
"208","0.6822916666666666","0.6822916666666666","0.6822916666666666"
"209","0.7083333333333334","0.7083333333333334","0.7083333333333334"
"210","0.7265625","0.7265625","0.7265625"
"211","0.7552083333333334","0.7552083333333334","0.7552083333333334"
"212","0.703125","0.703125","0.703125"
"213","0.6536458333333334","0.6536458333333334","0.6536458333333334"
"214","0.6875","0.6875","0.6875"
"215","0.6536458333333334","0.6536458333333334","0.6536458333333334"
"216","0.7291666666666666","0.7291666666666666","0.7291666666666666"
"217","0.6927083333333334","0.6927083333333334","0.6927083333333334"
"218","0.703125","0.703125","0.703125"
"219","0.6927083333333334","0.6927083333333334","0.6927083333333334"
"220","0.7057291666666666","0.7057291666666666","0.7057291666666666"
"221","0.7291666666666666","0.7291666666666666","0.7291666666666666"
"222","0.7005208333333334","0.7005208333333334","0.7005208333333334"
"223","0.7057291666666666","0.7057291666666666","0.7057291666666666"
"224","0.7447916666666666","0.7447916666666666","0.7447916666666666"
"225","0.7265625","0.7265625","0.7265625"
"226","0.7786458333333334","0.7786458333333334","0.7786458333333334"
"227","0.7760416666666666","0.7760416666666666","0.7760416666666666"
"228","0.7864583333333334","0.7864583333333334","0.7864583333333334"
"229","0.7135416666666666","0.7135416666666666","0.7135416666666666"
"230","0.8125","0.8125","0.8125"
"231","0.8177083333333334","0.8177083333333334","0.8177083333333334"
"232","0.7786458333333334","0.7786458333333334","0.7786458333333334"
"233","0.7708333333333334","0.7708333333333334","0.7708333333333334"
"234","0.7942708333333334","0.7942708333333334","0.7942708333333334"
"235","0.7369791666666666","0.7369791666666666","0.7369791666666666"
"236","0.7526041666666666","0.7526041666666666","0.7526041666666666"
"237","0.7864583333333334","0.7864583333333334","0.7864583333333334"
"238","0.7473958333333334","0.7473958333333334","0.7473958333333334"
"239","0.8098958333333334","0.8098958333333334","0.8098958333333334"
"240","0.8177083333333334","0.8177083333333334","0.8177083333333334"
"241","0.7916666666666666","0.7916666666666666","0.7916666666666666"
"242","0.8020833333333334","0.8020833333333334","0.8020833333333334"
"243","0.7864583333333334","0.7864583333333334","0.7864583333333334"
"244","0.7942708333333334","0.7942708333333334","0.7942708333333334"
"245","0.7890625","0.7890625","0.7890625"
"246","0.8151041666666666","0.8151041666666666","0.8151041666666666"
"247","0.8359375","0.8359375","0.8359375"
"248","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"249","0.828125","0.828125","0.828125"
"250","0.7473958333333334","0.7473958333333334","0.7473958333333334"
"251","0.7994791666666666","0.7994791666666666","0.7994791666666666"
"252","0.7578125","0.7578125","0.7578125"
"253","0.8515625","0.8515625","0.8515625"
"254","0.7760416666666666","0.7760416666666666","0.7760416666666666"
"255","0.828125","0.828125","0.828125"
"256","0.7760416666666666","0.7760416666666666","0.7760416666666666"
"257","0.7864583333333334","0.7864583333333334","0.7864583333333334"
"258","0.8125","0.8125","0.8125"
"259","0.8177083333333334","0.8177083333333334","0.8177083333333334"
"260","0.7916666666666666","0.7916666666666666","0.7916666666666666"
"261","0.8359375","0.8359375","0.8359375"
"262","0.7916666666666666","0.7916666666666666","0.7916666666666666"
"263","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"264","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"265","0.8645833333333334","0.8645833333333334","0.8645833333333334"
"266","0.7708333333333334","0.7708333333333334","0.7708333333333334"
"267","0.8802083333333334","0.8802083333333334","0.8802083333333334"
"268","0.9036458333333334","0.9036458333333334","0.9036458333333334"
"269","0.8619791666666666","0.8619791666666666","0.8619791666666666"
"270","0.828125","0.828125","0.828125"
"271","0.8567708333333334","0.8567708333333334","0.8567708333333334"
"272","0.7942708333333334","0.7942708333333334","0.7942708333333334"
"273","0.8671875","0.8671875","0.8671875"
"274","0.8645833333333334","0.8645833333333334","0.8645833333333334"
"275","0.8463541666666666","0.8463541666666666","0.8463541666666666"
"276","0.8723958333333334","0.8723958333333334","0.8723958333333334"
"277","0.8489583333333334","0.8489583333333334","0.8489583333333334"
"278","0.8697916666666666","0.8697916666666666","0.8697916666666666"
"279","0.8671875","0.8671875","0.8671875"
"280","0.8229166666666666","0.8229166666666666","0.8229166666666666"
"281","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"282","0.8776041666666666","0.8776041666666666","0.8776041666666666"
"283","0.8411458333333334","0.8411458333333334","0.8411458333333334"
"284","0.8567708333333334","0.8567708333333334","0.8567708333333334"
"285","0.8880208333333334","0.8880208333333334","0.8880208333333334"
"286","0.8255208333333334","0.8255208333333334","0.8255208333333334"
"287","0.8098958333333334","0.8098958333333334","0.8098958333333334"
"288","0.828125","0.828125","0.828125"
"289","0.7864583333333334","0.7864583333333334","0.7864583333333334"
"290","0.8854166666666666","0.8854166666666666","0.8854166666666666"
"291","0.8541666666666666","0.8541666666666666","0.8541666666666666"
"292","0.8072916666666666","0.8072916666666666","0.8072916666666666"
"293","0.8229166666666666","0.8229166666666666","0.8229166666666666"
"294","0.8307291666666666","0.8307291666666666","0.8307291666666666"
"295","0.8229166666666666","0.8229166666666666","0.8229166666666666"
"296","0.8567708333333334","0.8567708333333334","0.8567708333333334"
"297","0.8307291666666666","0.8307291666666666","0.8307291666666666"
"298","0.859375","0.859375","0.859375"
"299","0.8385416666666666","0.8385416666666666","0.8385416666666666"
"300","0.8619791666666666","0.8619791666666666","0.8619791666666666"
"301","0.8697916666666666","0.8697916666666666","0.8697916666666666"
"302","0.921875","0.921875","0.921875"
"303","0.8151041666666666","0.8151041666666666","0.8151041666666666"
"304","0.8958333333333334","0.8958333333333334","0.8958333333333334"
"305","0.9270833333333334","0.9270833333333334","0.9270833333333334"
"306","0.8645833333333334","0.8645833333333334","0.8645833333333334"
"307","0.859375","0.859375","0.859375"
"308","0.8854166666666666","0.8854166666666666","0.8854166666666666"
"309","0.8177083333333334","0.8177083333333334","0.8177083333333334"
"310","0.9010416666666666","0.9010416666666666","0.9010416666666666"
"311","0.8828125","0.8828125","0.8828125"
"312","0.859375","0.859375","0.859375"
"313","0.9010416666666666","0.9010416666666666","0.9010416666666666"
"314","0.8854166666666666","0.8854166666666666","0.8854166666666666"
"315","0.859375","0.859375","0.859375"
"316","0.8854166666666666","0.8854166666666666","0.8854166666666666"
"317","0.8489583333333334","0.8489583333333334","0.8489583333333334"
"318","0.8541666666666666","0.8541666666666666","0.8541666666666666"
"319","0.84375","0.84375","0.84375"
"320","0.8619791666666666","0.8619791666666666","0.8619791666666666"
"321","0.8671875","0.8671875","0.8671875"
"322","0.90625","0.90625","0.90625"
"323","0.8776041666666666","0.8776041666666666","0.8776041666666666"
"324","0.8098958333333334","0.8098958333333334","0.8098958333333334"
"325","0.828125","0.828125","0.828125"
"326","0.8463541666666666","0.8463541666666666","0.8463541666666666"
"327","0.9036458333333334","0.9036458333333334","0.9036458333333334"
"328","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"329","0.859375","0.859375","0.859375"
"330","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"331","0.8098958333333334","0.8098958333333334","0.8098958333333334"
"332","0.8880208333333334","0.8880208333333334","0.8880208333333334"
"333","0.8411458333333334","0.8411458333333334","0.8411458333333334"
"334","0.8307291666666666","0.8307291666666666","0.8307291666666666"
"335","0.859375","0.859375","0.859375"
"336","0.84375","0.84375","0.84375"
"337","0.8828125","0.8828125","0.8828125"
"338","0.8932291666666666","0.8932291666666666","0.8932291666666666"
"339","0.890625","0.890625","0.890625"
"340","0.796875","0.796875","0.796875"
"341","0.9114583333333334","0.9114583333333334","0.9114583333333334"
"342","0.9244791666666666","0.9244791666666666","0.9244791666666666"
"343","0.859375","0.859375","0.859375"
"344","0.8776041666666666","0.8776041666666666","0.8776041666666666"
"345","0.8697916666666666","0.8697916666666666","0.8697916666666666"
"346","0.8671875","0.8671875","0.8671875"
"347","0.90625","0.90625","0.90625"
"348","0.8880208333333334","0.8880208333333334","0.8880208333333334"
"349","0.875","0.875","0.875"
"350","0.8958333333333334","0.8958333333333334","0.8958333333333334"
"351","0.8802083333333334","0.8802083333333334","0.8802083333333334"
"352","0.8776041666666666","0.8776041666666666","0.8776041666666666"
"353","0.9166666666666666","0.9166666666666666","0.9166666666666666"
"354","0.859375","0.859375","0.859375"
"355","0.8697916666666666","0.8697916666666666","0.8697916666666666"
"356","0.8802083333333334","0.8802083333333334","0.8802083333333334"
"357","0.875","0.875","0.875"
"358","0.8802083333333334","0.8802083333333334","0.8802083333333334"
"359","0.8958333333333334","0.8958333333333334","0.8958333333333334"
"360","0.8619791666666666","0.8619791666666666","0.8619791666666666"
"361","0.84375","0.84375","0.84375"
"362","0.8489583333333334","0.8489583333333334","0.8489583333333334"
"363","0.8463541666666666","0.8463541666666666","0.8463541666666666"
"364","0.8984375","0.8984375","0.8984375"
"365","0.875","0.875","0.875"
"366","0.8723958333333334","0.8723958333333334","0.8723958333333334"
"367","0.8463541666666666","0.8463541666666666","0.8463541666666666"
"368","0.8645833333333334","0.8645833333333334","0.8645833333333334"
"369","0.8697916666666666","0.8697916666666666","0.8697916666666666"
"370","0.8828125","0.8828125","0.8828125"
"371","0.8723958333333334","0.8723958333333334","0.8723958333333334"
"372","0.8932291666666666","0.8932291666666666","0.8932291666666666"
"373","0.8723958333333334","0.8723958333333334","0.8723958333333334"
"374","0.9010416666666666","0.9010416666666666","0.9010416666666666"
"375","0.9140625","0.9140625","0.9140625"
"376","0.9348958333333334","0.9348958333333334","0.9348958333333334"
"377","0.8723958333333334","0.8723958333333334","0.8723958333333334"
"378","0.9140625","0.9140625","0.9140625"
"379","0.9479166666666666","0.9479166666666666","0.9479166666666666"
"380","0.9010416666666666","0.9010416666666666","0.9010416666666666"
"381","0.9088541666666666","0.9088541666666666","0.9088541666666666"
"382","0.8932291666666666","0.8932291666666666","0.8932291666666666"
"383","0.9010416666666666","0.9010416666666666","0.9010416666666666"
"384","0.9166666666666666","0.9166666666666666","0.9166666666666666"
"385","0.9010416666666666","0.9010416666666666","0.9010416666666666"
