"Step","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_explorer - rollout/reward/mean","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_explorer - rollout/reward/mean__MIN","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_explorer - rollout/reward/mean__MAX"
"198","0.33984375","0.33984375","0.33984375"
"199","0.41015625","0.41015625","0.41015625"
"200","0.3684895833333333","0.3684895833333333","0.3684895833333333"
"201","0.40625","0.40625","0.40625"
"202","0.4375","0.4375","0.4375"
"203","0.4049479166666667","0.4049479166666667","0.4049479166666667"
"204","0.3424479166666667","0.3424479166666667","0.3424479166666667"
"205","0.3671875","0.3671875","0.3671875"
"206","0.3815104166666667","0.3815104166666667","0.3815104166666667"
"207","0.3658854166666667","0.3658854166666667","0.3658854166666667"
"208","0.3580729166666667","0.3580729166666667","0.3580729166666667"
"209","0.41015625","0.41015625","0.41015625"
"210","0.3958333333333333","0.3958333333333333","0.3958333333333333"
"211","0.4153645833333333","0.4153645833333333","0.4153645833333333"
"212","0.37109375","0.37109375","0.37109375"
"213","0.3346354166666667","0.3346354166666667","0.3346354166666667"
"214","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"215","0.3502604166666667","0.3502604166666667","0.3502604166666667"
"216","0.3684895833333333","0.3684895833333333","0.3684895833333333"
"217","0.3177083333333333","0.3177083333333333","0.3177083333333333"
"218","0.328125","0.328125","0.328125"
"219","0.33203125","0.33203125","0.33203125"
"220","0.3919270833333333","0.3919270833333333","0.3919270833333333"
"221","0.3919270833333333","0.3919270833333333","0.3919270833333333"
"222","0.40234375","0.40234375","0.40234375"
"223","0.4244791666666667","0.4244791666666667","0.4244791666666667"
"224","0.4114583333333333","0.4114583333333333","0.4114583333333333"
"225","0.33203125","0.33203125","0.33203125"
"226","0.3958333333333333","0.3958333333333333","0.3958333333333333"
"227","0.421875","0.421875","0.421875"
"228","0.3919270833333333","0.3919270833333333","0.3919270833333333"
"229","0.3463541666666667","0.3463541666666667","0.3463541666666667"
"230","0.4544270833333333","0.4544270833333333","0.4544270833333333"
"231","0.390625","0.390625","0.390625"
"232","0.4401041666666667","0.4401041666666667","0.4401041666666667"
"233","0.4375","0.4375","0.4375"
"234","0.40234375","0.40234375","0.40234375"
"235","0.3763020833333333","0.3763020833333333","0.3763020833333333"
"236","0.4114583333333333","0.4114583333333333","0.4114583333333333"
"237","0.4205729166666667","0.4205729166666667","0.4205729166666667"
"238","0.3984375","0.3984375","0.3984375"
"239","0.4322916666666667","0.4322916666666667","0.4322916666666667"
"240","0.4388020833333333","0.4388020833333333","0.4388020833333333"
"241","0.4244791666666667","0.4244791666666667","0.4244791666666667"
"242","0.4244791666666667","0.4244791666666667","0.4244791666666667"
"243","0.4244791666666667","0.4244791666666667","0.4244791666666667"
"244","0.40625","0.40625","0.40625"
"245","0.42578125","0.42578125","0.42578125"
"246","0.48046875","0.48046875","0.48046875"
"247","0.453125","0.453125","0.453125"
"248","0.5260416666666666","0.5260416666666666","0.5260416666666666"
"249","0.4283854166666667","0.4283854166666667","0.4283854166666667"
"250","0.3997395833333333","0.3997395833333333","0.3997395833333333"
"251","0.3802083333333333","0.3802083333333333","0.3802083333333333"
"252","0.4348958333333333","0.4348958333333333","0.4348958333333333"
"253","0.421875","0.421875","0.421875"
"254","0.3736979166666667","0.3736979166666667","0.3736979166666667"
"255","0.3815104166666667","0.3815104166666667","0.3815104166666667"
"256","0.3893229166666667","0.3893229166666667","0.3893229166666667"
"257","0.4205729166666667","0.4205729166666667","0.4205729166666667"
"258","0.4036458333333333","0.4036458333333333","0.4036458333333333"
"259","0.40234375","0.40234375","0.40234375"
"260","0.4348958333333333","0.4348958333333333","0.4348958333333333"
"261","0.4231770833333333","0.4231770833333333","0.4231770833333333"
"262","0.35546875","0.35546875","0.35546875"
"263","0.3880208333333333","0.3880208333333333","0.3880208333333333"
"264","0.4544270833333333","0.4544270833333333","0.4544270833333333"
"265","0.4296875","0.4296875","0.4296875"
"266","0.3606770833333333","0.3606770833333333","0.3606770833333333"
"267","0.4388020833333333","0.4388020833333333","0.4388020833333333"
"268","0.4244791666666667","0.4244791666666667","0.4244791666666667"
"269","0.47265625","0.47265625","0.47265625"
"270","0.4114583333333333","0.4114583333333333","0.4114583333333333"
"271","0.4049479166666667","0.4049479166666667","0.4049479166666667"
"272","0.34765625","0.34765625","0.34765625"
"273","0.4049479166666667","0.4049479166666667","0.4049479166666667"
"274","0.3776041666666667","0.3776041666666667","0.3776041666666667"
"275","0.3919270833333333","0.3919270833333333","0.3919270833333333"
"276","0.4049479166666667","0.4049479166666667","0.4049479166666667"
"277","0.4270833333333333","0.4270833333333333","0.4270833333333333"
"278","0.3658854166666667","0.3658854166666667","0.3658854166666667"
"279","0.4114583333333333","0.4114583333333333","0.4114583333333333"
"280","0.4166666666666667","0.4166666666666667","0.4166666666666667"
"281","0.4010416666666667","0.4010416666666667","0.4010416666666667"
"282","0.43359375","0.43359375","0.43359375"
"283","0.4908854166666667","0.4908854166666667","0.4908854166666667"
"284","0.4518229166666667","0.4518229166666667","0.4518229166666667"
"285","0.4791666666666667","0.4791666666666667","0.4791666666666667"
"286","0.4231770833333333","0.4231770833333333","0.4231770833333333"
"287","0.3984375","0.3984375","0.3984375"
"288","0.3736979166666667","0.3736979166666667","0.3736979166666667"
"289","0.4114583333333333","0.4114583333333333","0.4114583333333333"
"290","0.39453125","0.39453125","0.39453125"
"291","0.359375","0.359375","0.359375"
"292","0.35546875","0.35546875","0.35546875"
"293","0.3658854166666667","0.3658854166666667","0.3658854166666667"
"294","0.4466145833333333","0.4466145833333333","0.4466145833333333"
"295","0.43359375","0.43359375","0.43359375"
"296","0.4453125","0.4453125","0.4453125"
"297","0.4661458333333333","0.4661458333333333","0.4661458333333333"
"298","0.4453125","0.4453125","0.4453125"
"299","0.3619791666666667","0.3619791666666667","0.3619791666666667"
"300","0.4127604166666667","0.4127604166666667","0.4127604166666667"
"301","0.4583333333333333","0.4583333333333333","0.4583333333333333"
"302","0.4296875","0.4296875","0.4296875"
"303","0.3515625","0.3515625","0.3515625"
"304","0.4986979166666667","0.4986979166666667","0.4986979166666667"
"305","0.43247767857142855","0.43247767857142855","0.43247767857142855"
"306","0.4557291666666667","0.4557291666666667","0.4557291666666667"
"307","0.47265625","0.47265625","0.47265625"
"308","0.3984375","0.3984375","0.3984375"
"309","0.3854166666666667","0.3854166666666667","0.3854166666666667"
"310","0.4283854166666667","0.4283854166666667","0.4283854166666667"
"311","0.3932291666666667","0.3932291666666667","0.3932291666666667"
"312","0.3997395833333333","0.3997395833333333","0.3997395833333333"
"313","0.4231770833333333","0.4231770833333333","0.4231770833333333"
"314","0.4440104166666667","0.4440104166666667","0.4440104166666667"
"315","0.3828125","0.3828125","0.3828125"
"316","0.3958333333333333","0.3958333333333333","0.3958333333333333"
"317","0.4114583333333333","0.4114583333333333","0.4114583333333333"
"318","0.3736979166666667","0.3736979166666667","0.3736979166666667"
"319","0.4427083333333333","0.4427083333333333","0.4427083333333333"
"320","0.4856770833333333","0.4856770833333333","0.4856770833333333"
"321","0.45703125","0.45703125","0.45703125"
"322","0.4986979166666667","0.4986979166666667","0.4986979166666667"
"323","0.42578125","0.42578125","0.42578125"
"324","0.3893229166666667","0.3893229166666667","0.3893229166666667"
"325","0.3463541666666667","0.3463541666666667","0.3463541666666667"
"326","0.40234375","0.40234375","0.40234375"
"327","0.38671875","0.38671875","0.38671875"
"328","0.3528645833333333","0.3528645833333333","0.3528645833333333"
"329","0.37109375","0.37109375","0.37109375"
"330","0.3671875","0.3671875","0.3671875"
"331","0.4244791666666667","0.4244791666666667","0.4244791666666667"
"332","0.4088541666666667","0.4088541666666667","0.4088541666666667"
"333","0.4440104166666667","0.4440104166666667","0.4440104166666667"
"334","0.4596354166666667","0.4596354166666667","0.4596354166666667"
"335","0.4440104166666667","0.4440104166666667","0.4440104166666667"
"336","0.3619791666666667","0.3619791666666667","0.3619791666666667"
"337","0.3893229166666667","0.3893229166666667","0.3893229166666667"
"338","0.4583333333333333","0.4583333333333333","0.4583333333333333"
"339","0.4205729166666667","0.4205729166666667","0.4205729166666667"
"340","0.3450520833333333","0.3450520833333333","0.3450520833333333"
"341","0.4674479166666667","0.4674479166666667","0.4674479166666667"
"342","0.4075520833333333","0.4075520833333333","0.4075520833333333"
"343","0.4440104166666667","0.4440104166666667","0.4440104166666667"
"344","0.4166666666666667","0.4166666666666667","0.4166666666666667"
"345","0.4088541666666667","0.4088541666666667","0.4088541666666667"
"346","0.359375","0.359375","0.359375"
"347","0.4427083333333333","0.4427083333333333","0.4427083333333333"
"348","0.3763020833333333","0.3763020833333333","0.3763020833333333"
"349","0.4153645833333333","0.4153645833333333","0.4153645833333333"
"350","0.3997395833333333","0.3997395833333333","0.3997395833333333"
"351","0.41796875","0.41796875","0.41796875"
"352","0.40625","0.40625","0.40625"
"353","0.3684895833333333","0.3684895833333333","0.3684895833333333"
"354","0.4153645833333333","0.4153645833333333","0.4153645833333333"
"355","0.3502604166666667","0.3502604166666667","0.3502604166666667"
"356","0.4309895833333333","0.4309895833333333","0.4309895833333333"
"357","0.4596354166666667","0.4596354166666667","0.4596354166666667"
"358","0.4309895833333333","0.4309895833333333","0.4309895833333333"
"359","0.4427083333333333","0.4427083333333333","0.4427083333333333"
"360","0.3919270833333333","0.3919270833333333","0.3919270833333333"
"361","0.3919270833333333","0.3919270833333333","0.3919270833333333"
"362","0.3645833333333333","0.3645833333333333","0.3645833333333333"
"363","0.3802083333333333","0.3802083333333333","0.3802083333333333"
"364","0.3684895833333333","0.3684895833333333","0.3684895833333333"
"365","0.3528645833333333","0.3528645833333333","0.3528645833333333"
"366","0.33984375","0.33984375","0.33984375"
"367","0.3489583333333333","0.3489583333333333","0.3489583333333333"
"368","0.3932291666666667","0.3932291666666667","0.3932291666666667"
"369","0.3841145833333333","0.3841145833333333","0.3841145833333333"
"370","0.40234375","0.40234375","0.40234375"
"371","0.4361979166666667","0.4361979166666667","0.4361979166666667"
"372","0.3736979166666667","0.3736979166666667","0.3736979166666667"
"373","0.3385416666666667","0.3385416666666667","0.3385416666666667"
"374","0.3815104166666667","0.3815104166666667","0.3815104166666667"
"375","0.4427083333333333","0.4427083333333333","0.4427083333333333"
"376","0.3619791666666667","0.3619791666666667","0.3619791666666667"
"377","0.3515625","0.3515625","0.3515625"
"378","0.4440104166666667","0.4440104166666667","0.4440104166666667"
"379","0.3997395833333333","0.3997395833333333","0.3997395833333333"
"380","0.4296875","0.4296875","0.4296875"
"381","0.421875","0.421875","0.421875"
"382","0.3802083333333333","0.3802083333333333","0.3802083333333333"
"383","0.3385416666666667","0.3385416666666667","0.3385416666666667"
"384","0.390625","0.390625","0.390625"
"385","0.3645833333333333","0.3645833333333333","0.3645833333333333"
"386","0.3984375","0.3984375","0.3984375"
"387","0.3893229166666667","0.3893229166666667","0.3893229166666667"
"388","0.39453125","0.39453125","0.39453125"
"389","0.4010416666666667","0.4010416666666667","0.4010416666666667"
"390","0.3645833333333333","0.3645833333333333","0.3645833333333333"
"391","0.39453125","0.39453125","0.39453125"
"392","0.3567708333333333","0.3567708333333333","0.3567708333333333"
"393","0.4453125","0.4453125","0.4453125"
"394","0.421875","0.421875","0.421875"
"395","0.4270833333333333","0.4270833333333333","0.4270833333333333"
"396","0.44140625","0.44140625","0.44140625"
"397","0.359375","0.359375","0.359375"
"398","0.3528645833333333","0.3528645833333333","0.3528645833333333"
"399","0.3684895833333333","0.3684895833333333","0.3684895833333333"
"400","0.3828125","0.3828125","0.3828125"
"401","0.3658854166666667","0.3658854166666667","0.3658854166666667"
"402","0.3346354166666667","0.3346354166666667","0.3346354166666667"
"403","0.3489583333333333","0.3489583333333333","0.3489583333333333"
"404","0.3229166666666667","0.3229166666666667","0.3229166666666667"
"405","0.34765625","0.34765625","0.34765625"
"406","0.3776041666666667","0.3776041666666667","0.3776041666666667"
"407","0.37890625","0.37890625","0.37890625"
"408","0.3971354166666667","0.3971354166666667","0.3971354166666667"
"409","0.4036458333333333","0.4036458333333333","0.4036458333333333"
"410","0.3346354166666667","0.3346354166666667","0.3346354166666667"
"411","0.3736979166666667","0.3736979166666667","0.3736979166666667"
"412","0.3971354166666667","0.3971354166666667","0.3971354166666667"
"413","0.35546875","0.35546875","0.35546875"
"414","0.3346354166666667","0.3346354166666667","0.3346354166666667"
"415","0.4440104166666667","0.4440104166666667","0.4440104166666667"
"416","0.3919270833333333","0.3919270833333333","0.3919270833333333"
"417","0.41796875","0.41796875","0.41796875"
"418","0.4140625","0.4140625","0.4140625"
"419","0.3684895833333333","0.3684895833333333","0.3684895833333333"
"420","0.3346354166666667","0.3346354166666667","0.3346354166666667"
"421","0.40234375","0.40234375","0.40234375"
"422","0.3828125","0.3828125","0.3828125"
"423","0.3815104166666667","0.3815104166666667","0.3815104166666667"
"424","0.3958333333333333","0.3958333333333333","0.3958333333333333"
"425","0.4205729166666667","0.4205729166666667","0.4205729166666667"
"426","0.38113839285714285","0.38113839285714285","0.38113839285714285"
"427","0.37890625","0.37890625","0.37890625"
"428","0.3697916666666667","0.3697916666666667","0.3697916666666667"
"429","0.3880208333333333","0.3880208333333333","0.3880208333333333"
"430","0.390625","0.390625","0.390625"
"431","0.4479166666666667","0.4479166666666667","0.4479166666666667"
"432","0.4127604166666667","0.4127604166666667","0.4127604166666667"
"433","0.42578125","0.42578125","0.42578125"
"434","0.3502604166666667","0.3502604166666667","0.3502604166666667"
"435","0.390625","0.390625","0.390625"
"436","0.3411458333333333","0.3411458333333333","0.3411458333333333"
