"Step","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/kl_loss","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/kl_loss__MIN","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/kl_loss__MAX"
"165","0.20560889216004938","0.20560889216004938","0.20560889216004938"
"166","0.2529708677775239","0.2529708677775239","0.2529708677775239"
"167","0.27569596593578655","0.27569596593578655","0.27569596593578655"
"168","0.2525119736142781","0.2525119736142781","0.2525119736142781"
"169","0.2354187326322139","0.2354187326322139","0.2354187326322139"
"170","0.25095281755482707","0.25095281755482707","0.25095281755482707"
"171","0.33205982180018173","0.33205982180018173","0.33205982180018173"
"172","0.2974055937546141","0.2974055937546141","0.2974055937546141"
"173","0.2461402164055751","0.2461402164055751","0.2461402164055751"
"174","0.2614183186188988","0.2614183186188988","0.2614183186188988"
"175","0.3039482851561747","0.3039482851561747","0.3039482851561747"
"176","0.3281816132634664","0.3281816132634664","0.3281816132634664"
"177","0.26783921442767405","0.26783921442767405","0.26783921442767405"
"178","0.2653127099786486","0.2653127099786486","0.2653127099786486"
"179","0.34994287821738157","0.34994287821738157","0.34994287821738157"
"180","0.322554723095538","0.322554723095538","0.322554723095538"
"181","0.30020861407272686","0.30020861407272686","0.30020861407272686"
"182","0.3220068598713945","0.3220068598713945","0.3220068598713945"
"183","0.37570480656036187","0.37570480656036187","0.37570480656036187"
"184","0.33908499897841143","0.33908499897841143","0.33908499897841143"
"185","0.34106213599443436","0.34106213599443436","0.34106213599443436"
"186","1.2654354328656718","1.2654354328656718","1.2654354328656718"
"187","0.32016883989957373","0.32016883989957373","0.32016883989957373"
"188","0.3632020932117491","0.3632020932117491","0.3632020932117491"
"189","0.33545173441662507","0.33545173441662507","0.33545173441662507"
"190","0.3605355525861925","0.3605355525861925","0.3605355525861925"
"191","5.942711444599415","5.942711444599415","5.942711444599415"
"192","0.356570688160983","0.356570688160983","0.356570688160983"
"193","0.3345418256635849","0.3345418256635849","0.3345418256635849"
"194","0.35695914041996","0.35695914041996","0.35695914041996"
"195","0.39761335751222027","0.39761335751222027","0.39761335751222027"
"196","0.3888160071912266","0.3888160071912266","0.3888160071912266"
"197","0.40569622699142427","0.40569622699142427","0.40569622699142427"
"198","0.44524496359129745","0.44524496359129745","0.44524496359129745"
"199","0.4064164408879687","0.4064164408879687","0.4064164408879687"
"200","0.4089740291237831","0.4089740291237831","0.4089740291237831"
"201","0.5024612836027873","0.5024612836027873","0.5024612836027873"
"202","0.4016591210004895","0.4016591210004895","0.4016591210004895"
"203","0.41534007278107504","0.41534007278107504","0.41534007278107504"
"204","0.4642146534439343","0.4642146534439343","0.4642146534439343"
"205","0.674638993024826","0.674638993024826","0.674638993024826"
"206","0.5428559074643999","0.5428559074643999","0.5428559074643999"
"207","0.4918528115453799","0.4918528115453799","0.4918528115453799"
"208","0.4821109497698687","0.4821109497698687","0.4821109497698687"
"209","0.913720511454196","0.913720511454196","0.913720511454196"
"210","0.6294258448760957","0.6294258448760957","0.6294258448760957"
"211","0.6152324204444886","0.6152324204444886","0.6152324204444886"
"212","0.5126060911086427","0.5126060911086427","0.5126060911086427"
"213","0.6180599949849669","0.6180599949849669","0.6180599949849669"
"214","0.7223024240886892","0.7223024240886892","0.7223024240886892"
"215","0.6691055994881087","0.6691055994881087","0.6691055994881087"
"216","1.0579749268790086","1.0579749268790086","1.0579749268790086"
"217","0.6750108752430988","0.6750108752430988","0.6750108752430988"
"218","0.7931682281514518","0.7931682281514518","0.7931682281514518"
"219","0.8003075062727728","0.8003075062727728","0.8003075062727728"
"220","1.1529505019187927","1.1529505019187927","1.1529505019187927"
"221","1.003922566274802","1.003922566274802","1.003922566274802"
"222","1.262637398691259","1.262637398691259","1.262637398691259"
"223","1.5416887944394893","1.5416887944394893","1.5416887944394893"
"224","1.4693562590557596","1.4693562590557596","1.4693562590557596"
"225","1.4655003348986309","1.4655003348986309","1.4655003348986309"
"226","1.59235480928843","1.59235480928843","1.59235480928843"
"227","2.3029968025337935","2.3029968025337935","2.3029968025337935"
"228","1.8072672425690344","1.8072672425690344","1.8072672425690344"
"229","2.3141037609266197","2.3141037609266197","2.3141037609266197"
"230","3.3587988391518593","3.3587988391518593","3.3587988391518593"
"231","2.2184949288001428","2.2184949288001428","2.2184949288001428"
"232","2.8079262353339285","2.8079262353339285","2.8079262353339285"
"233","3.3381660538490374","3.3381660538490374","3.3381660538490374"
"234","3.8323877448127384","3.8323877448127384","3.8323877448127384"
"235","2.9629051565030298","2.9629051565030298","2.9629051565030298"
"236","3.6368316018155644","3.6368316018155644","3.6368316018155644"
"237","6.971620914098379","6.971620914098379","6.971620914098379"
"238","4.153203277944405","4.153203277944405","4.153203277944405"
"239","3.868034168120918","3.868034168120918","3.868034168120918"
"240","3.502151772240612","3.502151772240612","3.502151772240612"
"241","4.76282873860112","4.76282873860112","4.76282873860112"
"242","5.910144560477313","5.910144560477313","5.910144560477313"
"243","4.702893915084692","4.702893915084692","4.702893915084692"
"244","4.937471774017927","4.937471774017927","4.937471774017927"
"245","5.70992081792731","5.70992081792731","5.70992081792731"
"246","5.597976944663308","5.597976944663308","5.597976944663308"
"247","4.5446862966111565","4.5446862966111565","4.5446862966111565"
"248","5.208366174323886","5.208366174323886","5.208366174323886"
"249","6.116877668782284","6.116877668782284","6.116877668782284"
"250","6.527027001380921","6.527027001380921","6.527027001380921"
"251","5.274126599330713","5.274126599330713","5.274126599330713"
"252","7.84684636135294","7.84684636135294","7.84684636135294"
"253","6.197405496396517","6.197405496396517","6.197405496396517"
"254","6.072841960505436","6.072841960505436","6.072841960505436"
"255","4.812123118562901","4.812123118562901","4.812123118562901"
"256","4.921104423701763","4.921104423701763","4.921104423701763"
"257","6.045167655059972","6.045167655059972","6.045167655059972"
"258","5.88729703041815","5.88729703041815","5.88729703041815"
"259","4.812362497979468","4.812362497979468","4.812362497979468"
"260","4.365731019334695","4.365731019334695","4.365731019334695"
"261","5.610935881897643","5.610935881897643","5.610935881897643"
"262","5.6900970700022935","5.6900970700022935","5.6900970700022935"
"263","4.327690019252453","4.327690019252453","4.327690019252453"
"264","4.287425414546505","4.287425414546505","4.287425414546505"
"265","5.923840124556359","5.923840124556359","5.923840124556359"
"266","5.282672164232834","5.282672164232834","5.282672164232834"
"267","5.107709033514864","5.107709033514864","5.107709033514864"
"268","4.658647952408626","4.658647952408626","4.658647952408626"
"269","5.467438196027001","5.467438196027001","5.467438196027001"
"270","5.261689186096191","5.261689186096191","5.261689186096191"
"271","5.9709534525871275","5.9709534525871275","5.9709534525871275"
"272","6.817204158384722","6.817204158384722","6.817204158384722"
"273","8.43347014961662","8.43347014961662","8.43347014961662"
"274","6.367052836364575","6.367052836364575","6.367052836364575"
"275","7.0110503526834345","7.0110503526834345","7.0110503526834345"
"276","8.354730002258135","8.354730002258135","8.354730002258135"
"277","7.777968188767792","7.777968188767792","7.777968188767792"
"278","7.315010524810629","7.315010524810629","7.315010524810629"
"279","6.412856093768416","6.412856093768416","6.412856093768416"
"280","8.169734011756049","8.169734011756049","8.169734011756049"
"281","8.625299534132314","8.625299534132314","8.625299534132314"
"282","6.863152835742537","6.863152835742537","6.863152835742537"
"283","6.507937807195327","6.507937807195327","6.507937807195327"
"284","9.705803603596157","9.705803603596157","9.705803603596157"
"285","7.339376187586522","7.339376187586522","7.339376187586522"
"286","7.338332879834059","7.338332879834059","7.338332879834059"
"287","7.936345416924049","7.936345416924049","7.936345416924049"
"288","10.753725551789806","10.753725551789806","10.753725551789806"
"289","8.232288496247653","8.232288496247653","8.232288496247653"
"290","8.315723065768971","8.315723065768971","8.315723065768971"
"291","8.050102497850146","8.050102497850146","8.050102497850146"
"292","9.799200397950631","9.799200397950631","9.799200397950631"
"293","11.571738910675048","11.571738910675048","11.571738910675048"
"294","9.573140248484995","9.573140248484995","9.573140248484995"
"295","8.664841450840594","8.664841450840594","8.664841450840594"
"296","10.508027050230238","10.508027050230238","10.508027050230238"
"297","10.233594499785324","10.233594499785324","10.233594499785324"
"298","9.287520119547844","9.287520119547844","9.287520119547844"
"299","8.9996855435548","8.9996855435548","8.9996855435548"
"300","10.575743764989516","10.575743764989516","10.575743764989516"
"301","9.692476789156595","9.692476789156595","9.692476789156595"
"302","8.471887432393574","8.471887432393574","8.471887432393574"
"303","9.315822322194169","9.315822322194169","9.315822322194169"
"304","9.258451994554497","9.258451994554497","9.258451994554497"
"305","9.506947239240011","9.506947239240011","9.506947239240011"
"306","9.03238971512039","9.03238971512039","9.03238971512039"
"307","7.9927984123167235","7.9927984123167235","7.9927984123167235"
"308","9.743738657311548","9.743738657311548","9.743738657311548"
"309","9.448994945596766","9.448994945596766","9.448994945596766"
"310","9.07752161026001","9.07752161026001","9.07752161026001"
"311","9.709809786156763","9.709809786156763","9.709809786156763"
"312","10.825497941273015","10.825497941273015","10.825497941273015"
"313","10.013568270206452","10.013568270206452","10.013568270206452"
"314","8.125245918462307","8.125245918462307","8.125245918462307"
"315","8.152919563651086","8.152919563651086","8.152919563651086"
"316","9.526239916300161","9.526239916300161","9.526239916300161"
"317","8.943741726286618","8.943741726286618","8.943741726286618"
"318","7.99592493239202","7.99592493239202","7.99592493239202"
"319","7.779870500303295","7.779870500303295","7.779870500303295"
"320","11.682284535505833","11.682284535505833","11.682284535505833"
"321","9.928082430804217","9.928082430804217","9.928082430804217"
"322","7.7300596323358","7.7300596323358","7.7300596323358"
"323","7.922021420796712","7.922021420796712","7.922021420796712"
"324","10.042944404482842","10.042944404482842","10.042944404482842"
"325","9.671376241258828","9.671376241258828","9.671376241258828"
"326","7.835817925537689","7.835817925537689","7.835817925537689"
"327","9.029383795601982","9.029383795601982","9.029383795601982"
"328","9.38235359855845","9.38235359855845","9.38235359855845"
"329","9.749379728291485","9.749379728291485","9.749379728291485"
"330","8.265995290034857","8.265995290034857","8.265995290034857"
"331","8.624676551999926","8.624676551999926","8.624676551999926"
"332","9.615568427663101","9.615568427663101","9.615568427663101"
"333","9.440380475587315","9.440380475587315","9.440380475587315"
"334","8.067064381852935","8.067064381852935","8.067064381852935"
"335","8.694073666083185","8.694073666083185","8.694073666083185"
"336","9.534667704556439","9.534667704556439","9.534667704556439"
"337","8.84204614162445","8.84204614162445","8.84204614162445"
"338","9.068033149367885","9.068033149367885","9.068033149367885"
"339","9.279086952209473","9.279086952209473","9.279086952209473"
"340","11.043856256886533","11.043856256886533","11.043856256886533"
"341","9.865691328048706","9.865691328048706","9.865691328048706"
"342","8.942676252042743","8.942676252042743","8.942676252042743"
"343","9.862259287229726","9.862259287229726","9.862259287229726"
"344","11.466863837507036","11.466863837507036","11.466863837507036"
"345","11.433350295236666","11.433350295236666","11.433350295236666"
"346","10.644039627623885","10.644039627623885","10.644039627623885"
"347","9.96520590137791","9.96520590137791","9.96520590137791"
"348","11.26935240993761","11.26935240993761","11.26935240993761"
"349","10.541713437518558","10.541713437518558","10.541713437518558"
"350","10.157660900706976","10.157660900706976","10.157660900706976"
"351","11.512841164271038","11.512841164271038","11.512841164271038"
"352","10.470044104676498","10.470044104676498","10.470044104676498"
"353","8.570938996865715","8.570938996865715","8.570938996865715"
"354","8.27042279178149","8.27042279178149","8.27042279178149"
"355","9.468079456141297","9.468079456141297","9.468079456141297"
"356","9.612498433249337","9.612498433249337","9.612498433249337"
"357","9.3305280821664","9.3305280821664","9.3305280821664"
"358","9.675141262681517","9.675141262681517","9.675141262681517"
"359","9.565060525327116","9.565060525327116","9.565060525327116"
"360","9.693591197331747","9.693591197331747","9.693591197331747"
"361","9.682896594206492","9.682896594206492","9.682896594206492"
"362","10.013088982899983","10.013088982899983","10.013088982899983"
"363","9.927108864526492","9.927108864526492","9.927108864526492"
"364","10.394212020954615","10.394212020954615","10.394212020954615"
"365","8.801111542516285","8.801111542516285","8.801111542516285"
"366","9.278236701208002","9.278236701208002","9.278236701208002"
"367","10.743730847899979","10.743730847899979","10.743730847899979"
"368","11.009244562828378","11.009244562828378","11.009244562828378"
"369","9.100239498027857","9.100239498027857","9.100239498027857"
"370","9.857117318395359","9.857117318395359","9.857117318395359"
"371","10.12621390024821","10.12621390024821","10.12621390024821"
"372","10.790289422156105","10.790289422156105","10.790289422156105"
"373","9.0798244682305","9.0798244682305","9.0798244682305"
"374","8.994954760645477","8.994954760645477","8.994954760645477"
"375","10.215195112758213","10.215195112758213","10.215195112758213"
"376","10.09025872271994","10.09025872271994","10.09025872271994"
"377","8.580221881329173","8.580221881329173","8.580221881329173"
"378","8.497884443828038","8.497884443828038","8.497884443828038"
"379","10.077424400193351","10.077424400193351","10.077424400193351"
"380","10.084882189245786","10.084882189245786","10.084882189245786"
"381","8.741611237035078","8.741611237035078","8.741611237035078"
"382","9.62811130285263","9.62811130285263","9.62811130285263"
"383","11.40739413102468","11.40739413102468","11.40739413102468"
"384","11.157637405395509","11.157637405395509","11.157637405395509"
"385","8.908446730838882","8.908446730838882","8.908446730838882"
"386","9.473308508736746","9.473308508736746","9.473308508736746"
"387","10.452938379560198","10.452938379560198","10.452938379560198"
"388","9.78008862563542","9.78008862563542","9.78008862563542"
"389","9.664116698251643","9.664116698251643","9.664116698251643"
"390","9.355116959980556","9.355116959980556","9.355116959980556"
"391","9.742348462343216","9.742348462343216","9.742348462343216"
"392","9.49089473226796","9.49089473226796","9.49089473226796"
"393","8.140073847414842","8.140073847414842","8.140073847414842"
"394","7.698319564847385","7.698319564847385","7.698319564847385"
"395","9.81957117268737","9.81957117268737","9.81957117268737"
"396","9.404158827331331","9.404158827331331","9.404158827331331"
"397","9.42924494529838","9.42924494529838","9.42924494529838"
"398","9.12977678675047","9.12977678675047","9.12977678675047"
"399","10.225537727956903","10.225537727956903","10.225537727956903"
"400","8.63448474776577","8.63448474776577","8.63448474776577"
"401","8.87114201954433","8.87114201954433","8.87114201954433"
"402","9.023262346784273","9.023262346784273","9.023262346784273"
"403","10.385372037472932","10.385372037472932","10.385372037472932"
"404","10.569351698901203","10.569351698901203","10.569351698901203"
"405","9.736308914341338","9.736308914341338","9.736308914341338"
"406","8.864664299998964","8.864664299998964","8.864664299998964"
"407","10.376273300912645","10.376273300912645","10.376273300912645"
"408","10.614416805903117","10.614416805903117","10.614416805903117"
"409","8.896141771007986","8.896141771007986","8.896141771007986"
"410","9.52192200983272","9.52192200983272","9.52192200983272"
"411","10.868559711509281","10.868559711509281","10.868559711509281"
"412","11.11061041014535","11.11061041014535","11.11061041014535"
"413","10.434294468919996","10.434294468919996","10.434294468919996"
"414","9.95062581921967","9.95062581921967","9.95062581921967"
"415","10.288192500670752","10.288192500670752","10.288192500670752"
"416","10.797929498127528","10.797929498127528","10.797929498127528"
"417","11.374473473604988","11.374473473604988","11.374473473604988"
"418","10.474314910262379","10.474314910262379","10.474314910262379"
"419","10.59342821093573","10.59342821093573","10.59342821093573"
