"Step","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/kl_loss","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/kl_loss__MIN","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/kl_loss__MAX"
"55","0.01885801163734868","0.01885801163734868","0.01885801163734868"
"56","0.018976387289630903","0.018976387289630903","0.018976387289630903"
"57","0.019937359907019597","0.019937359907019597","0.019937359907019597"
"58","0.01955154362500091","0.01955154362500091","0.01955154362500091"
"59","0.019897282647434622","0.019897282647434622","0.019897282647434622"
"60","0.021263313903049988","0.021263313903049988","0.021263313903049988"
"61","0.022149574605282395","0.022149574605282395","0.022149574605282395"
"62","0.02284230306790567","0.02284230306790567","0.02284230306790567"
"63","0.02503540096069245","0.02503540096069245","0.02503540096069245"
"64","0.02246220896751443","0.02246220896751443","0.02246220896751443"
"65","0.024123813564840117","0.024123813564840117","0.024123813564840117"
"66","0.0254742187113525","0.0254742187113525","0.0254742187113525"
"67","0.024371625122148542","0.024371625122148542","0.024371625122148542"
"68","0.02559263809713759","0.02559263809713759","0.02559263809713759"
"69","0.025949587812647223","0.025949587812647223","0.025949587812647223"
"70","0.027996087975708055","0.027996087975708055","0.027996087975708055"
"71","0.028728883570203416","0.028728883570203416","0.028728883570203416"
"72","0.029971827662027464","0.029971827662027464","0.029971827662027464"
"73","0.029965125069749063","0.029965125069749063","0.029965125069749063"
"74","0.02952400208092653","0.02952400208092653","0.02952400208092653"
"75","0.030449326938161485","0.030449326938161485","0.030449326938161485"
"76","0.029176438922982616","0.029176438922982616","0.029176438922982616"
"77","0.02990225389783765","0.02990225389783765","0.02990225389783765"
"78","0.031364420842793256","0.031364420842793256","0.031364420842793256"
"79","0.03263026757631451","0.03263026757631451","0.03263026757631451"
"80","0.03518673547077924","0.03518673547077924","0.03518673547077924"
"81","0.0346491512340995","0.0346491512340995","0.0346491512340995"
"82","0.034877738477774416","0.034877738477774416","0.034877738477774416"
"83","0.037651792634278536","0.037651792634278536","0.037651792634278536"
"84","0.03860837439604012","0.03860837439604012","0.03860837439604012"
"85","0.04143856499889275","0.04143856499889275","0.04143856499889275"
"86","0.04039131377357989","0.04039131377357989","0.04039131377357989"
"87","0.04242376649252525","0.04242376649252525","0.04242376649252525"
"88","0.04318082728423178","0.04318082728423178","0.04318082728423178"
"89","0.044555935395979566","0.044555935395979566","0.044555935395979566"
"90","0.04399822107516229","0.04399822107516229","0.04399822107516229"
"91","0.05025110447991498","0.05025110447991498","0.05025110447991498"
"92","0.04980654361410231","0.04980654361410231","0.04980654361410231"
"93","0.05100346386898309","0.05100346386898309","0.05100346386898309"
"94","0.05226176681860191","0.05226176681860191","0.05226176681860191"
"95","0.05350669364376766","0.05350669364376766","0.05350669364376766"
"96","0.05413831088226288","0.05413831088226288","0.05413831088226288"
"97","0.05840976842115691","0.05840976842115691","0.05840976842115691"
"98","0.06098303897881213","0.06098303897881213","0.06098303897881213"
"99","0.06275608965460165","0.06275608965460165","0.06275608965460165"
"100","0.06467658429440246","0.06467658429440246","0.06467658429440246"
"101","0.07062410737706136","0.07062410737706136","0.07062410737706136"
"102","0.07123231975775626","0.07123231975775626","0.07123231975775626"
"103","0.07522281381773623","0.07522281381773623","0.07522281381773623"
"104","0.0743885490618929","0.0743885490618929","0.0743885490618929"
"105","0.0782245289782683","0.0782245289782683","0.0782245289782683"
"106","0.0808142193655173","0.0808142193655173","0.0808142193655173"
"107","0.08255985616282983","0.08255985616282983","0.08255985616282983"
"108","0.08191583167092922","0.08191583167092922","0.08191583167092922"
"109","0.08929505552618931","0.08929505552618931","0.08929505552618931"
"110","0.09438893117774756","0.09438893117774756","0.09438893117774756"
"111","0.09215004655827837","0.09215004655827837","0.09215004655827837"
"112","0.09464055560529232","0.09464055560529232","0.09464055560529232"
"113","0.10287763923406601","0.10287763923406601","0.10287763923406601"
"114","0.10068015259151396","0.10068015259151396","0.10068015259151396"
"115","0.10809037892462371","0.10809037892462371","0.10809037892462371"
"116","0.10816077233569042","0.10816077233569042","0.10816077233569042"
"117","0.10914649113424514","0.10914649113424514","0.10914649113424514"
"118","0.11589384520132291","0.11589384520132291","0.11589384520132291"
"119","0.12153944794676806","0.12153944794676806","0.12153944794676806"
"120","0.11635889485478401","0.11635889485478401","0.11635889485478401"
"121","0.11833547499890511","0.11833547499890511","0.11833547499890511"
"122","0.12341050958124603","0.12341050958124603","0.12341050958124603"
"123","0.12658188276385007","0.12658188276385007","0.12658188276385007"
"124","0.1355350141070391","0.1355350141070391","0.1355350141070391"
"125","0.13604081859191258","0.13604081859191258","0.13604081859191258"
"126","0.14064081454355465","0.14064081454355465","0.14064081454355465"
"127","0.143124787012736","0.143124787012736","0.143124787012736"
"128","0.14884471251732773","0.14884471251732773","0.14884471251732773"
"129","0.15547062798931793","0.15547062798931793","0.15547062798931793"
"130","0.14991888191018785","0.14991888191018785","0.14991888191018785"
"131","0.15414969180081342","0.15414969180081342","0.15414969180081342"
"132","0.1609489153035813","0.1609489153035813","0.1609489153035813"
"133","0.1665588676728107","0.1665588676728107","0.1665588676728107"
"134","0.15657834581246502","0.15657834581246502","0.15657834581246502"
"135","0.16676544149716696","0.16676544149716696","0.16676544149716696"
"136","0.1644880064303362","0.1644880064303362","0.1644880064303362"
"137","0.17598910888450015","0.17598910888450015","0.17598910888450015"
"138","0.17864087651173274","0.17864087651173274","0.17864087651173274"
"139","0.19743647468341907","0.19743647468341907","0.19743647468341907"
"140","0.19030601772907618","0.19030601772907618","0.19030601772907618"
"141","0.18202057428275928","0.18202057428275928","0.18202057428275928"
"142","0.19789801996487838","0.19789801996487838","0.19789801996487838"
"143","0.20050155075314718","0.20050155075314718","0.20050155075314718"
"144","0.2016108693635982","0.2016108693635982","0.2016108693635982"
"145","0.22423619374230103","0.22423619374230103","0.22423619374230103"
"146","0.22136120696862538","0.22136120696862538","0.22136120696862538"
"147","0.22976886749267578","0.22976886749267578","0.22976886749267578"
"148","0.22119456473737956","0.22119456473737956","0.22119456473737956"
"149","0.21958696649355047","0.21958696649355047","0.21958696649355047"
"150","0.2416679346329206","0.2416679346329206","0.2416679346329206"
"151","0.2478845273734818","0.2478845273734818","0.2478845273734818"
"152","0.24635133698378522","0.24635133698378522","0.24635133698378522"
"153","0.244504492820763","0.244504492820763","0.244504492820763"
"154","0.23042628822135336","0.23042628822135336","0.23042628822135336"
"155","0.252657801096822","0.252657801096822","0.252657801096822"
"156","0.2455018958713435","0.2455018958713435","0.2455018958713435"
"157","0.2442165984805808","0.2442165984805808","0.2442165984805808"
"158","0.2587675954643133","0.2587675954643133","0.2587675954643133"
"159","0.2624433542022834","0.2624433542022834","0.2624433542022834"
"160","0.265195283039314","0.265195283039314","0.265195283039314"
"161","0.27484216259383576","0.27484216259383576","0.27484216259383576"
"162","0.2601628477374713","0.2601628477374713","0.2601628477374713"
"163","0.29464469991020253","0.29464469991020253","0.29464469991020253"
"164","0.29264563158766865","0.29264563158766865","0.29264563158766865"
"165","0.2907178091676268","0.2907178091676268","0.2907178091676268"
"166","0.3027076010520642","0.3027076010520642","0.3027076010520642"
"167","0.30685178097337484","0.30685178097337484","0.30685178097337484"
"168","0.276832989603281","0.276832989603281","0.276832989603281"
"169","0.27653935476300423","0.27653935476300423","0.27653935476300423"
"170","0.31524193584918975","0.31524193584918975","0.31524193584918975"
"171","0.3383798785507679","0.3383798785507679","0.3383798785507679"
"172","0.325253050110928","0.325253050110928","0.325253050110928"
"173","0.32273972700039544","0.32273972700039544","0.32273972700039544"
"174","0.31378288853626984","0.31378288853626984","0.31378288853626984"
"175","0.30120559162404165","0.30120559162404165","0.30120559162404165"
"176","0.3037235473885256","0.3037235473885256","0.3037235473885256"
"177","0.31426123574021314","0.31426123574021314","0.31426123574021314"
"178","0.3442274463176727","0.3442274463176727","0.3442274463176727"
"179","0.3384470452327986","0.3384470452327986","0.3384470452327986"
"180","0.3492384054339849","0.3492384054339849","0.3492384054339849"
"181","0.34894191087806614","0.321119209160892","0.3767646125952403"
"182","0.3559642680340666","0.33238314655495854","0.3795453895131747"
"183","0.35643875271622305","0.33813840301730963","0.3747391024151364"
"184","0.34585072986297355","0.32938114030375365","0.36232031942219345"
"185","0.37159639471786643","0.3679902712373357","0.37520251819839723"
"186","0.37367845581634485","0.35755323546837614","0.38980367616431355"
"187","0.3581501073006035","0.35793353935203903","0.3583666752491679"
"188","0.3733712105031468","0.3692040493711829","0.3775383716351108"
"189","0.3732089671531281","0.37165385723114014","0.37476407707511605"
"190","0.38863306431033584","0.3872614566185703","0.3900046720021013"
"191","0.42957234119667725","0.42957234119667725","0.42957234119667725"
"192","0.40939229985078174","0.40939229985078174","0.40939229985078174"
"193","0.4185642355954961","0.4185642355954961","0.4185642355954961"
"194","0.40979044766802536","0.40979044766802536","0.40979044766802536"
"195","0.41413613250479103","0.41413613250479103","0.41413613250479103"
"196","0.4183798344471516","0.4183798344471516","0.4183798344471516"
"197","0.3935961846584155","0.3935961846584155","0.3935961846584155"
"198","0.41299283564896194","0.41299283564896194","0.41299283564896194"
"199","0.4608989960768006","0.4608989960768006","0.4608989960768006"
"200","0.438839397228816","0.438839397228816","0.438839397228816"
"201","0.4222464126191641","0.4222464126191641","0.4222464126191641"
"202","0.43354788382311127","0.43354788382311127","0.43354788382311127"
"203","0.43582118987231644","0.43582118987231644","0.43582118987231644"
"204","0.42676018044734615","0.42676018044734615","0.42676018044734615"
"205","0.4510232273202676","0.4510232273202676","0.4510232273202676"
"206","0.4074357900768518","0.4074357900768518","0.4074357900768518"
"207","0.4433272062585904","0.4433272062585904","0.4433272062585904"
"208","0.41066407385360765","0.41066407385360765","0.41066407385360765"
"209","0.425097878969891","0.425097878969891","0.425097878969891"
"210","0.44040319621562957","0.44040319621562957","0.44040319621562957"
"211","0.44262055243764603","0.44262055243764603","0.44262055243764603"
"212","0.42815398434797924","0.42815398434797924","0.42815398434797924"
"213","0.46175215424786153","0.46175215424786153","0.46175215424786153"
"214","0.4397632038673839","0.4397632038673839","0.4397632038673839"
"215","0.4593092469682156","0.4593092469682156","0.4593092469682156"
"216","0.46110322177410124","0.46110322177410124","0.46110322177410124"
"217","0.45524587788402215","0.45524587788402215","0.45524587788402215"
"218","0.4400773556144149","0.4400773556144149","0.4400773556144149"
"219","0.47991193007481725","0.47991193007481725","0.47991193007481725"
"220","0.48116890362330844","0.48116890362330844","0.48116890362330844"
"221","0.4544368922710419","0.4544368922710419","0.4544368922710419"
"222","0.44893157695020947","0.44893157695020947","0.44893157695020947"
"223","0.4464449151738049","0.4464449151738049","0.4464449151738049"
"224","0.45372699697812396","0.45372699697812396","0.45372699697812396"
"225","0.4630310899444989","0.4630310899444989","0.4630310899444989"
"226","0.43113523742391","0.43113523742391","0.43113523742391"
"227","0.4525415568302075","0.4525415568302075","0.4525415568302075"
"228","0.4821584141429733","0.4821584141429733","0.4821584141429733"
"229","0.47797537463552814","0.47797537463552814","0.47797537463552814"
"230","0.4509381796807459","0.4509381796807459","0.4509381796807459"
"231","0.4614632761961705","0.4614632761961705","0.4614632761961705"
"232","0.4494915075309865","0.4494915075309865","0.4494915075309865"
"233","0.44948855849603814","0.44948855849603814","0.44948855849603814"
"234","0.4920198641943209","0.4920198641943209","0.4920198641943209"
"235","0.4901273539289832","0.4901273539289832","0.4901273539289832"
"236","0.488459059643367","0.488459059643367","0.488459059643367"
"237","0.4733591240365058","0.4733591240365058","0.4733591240365058"
"238","0.4604968303016254","0.4604968303016254","0.4604968303016254"
"239","0.4525261310594422","0.4525261310594422","0.4525261310594422"
"240","0.47813304999600287","0.47813304999600287","0.47813304999600287"
"241","0.45636292919516563","0.45636292919516563","0.45636292919516563"
"242","0.4812702720147976","0.4812702720147976","0.4812702720147976"
"243","0.4780543694893519","0.4780543694893519","0.4780543694893519"
"244","0.47974868601476645","0.47974868601476645","0.47974868601476645"
"245","0.46640296202975434","0.46640296202975434","0.46640296202975434"
"246","0.46043194749870814","0.46043194749870814","0.46043194749870814"
"247","0.4654925571460473","0.4654925571460473","0.4654925571460473"
"248","0.47133184880463047","0.47133184880463047","0.47133184880463047"
"249","0.4702751785516739","0.4702751785516739","0.4702751785516739"
"250","0.48809220890204114","0.48809220890204114","0.48809220890204114"
"251","0.47138655056124146","0.47138655056124146","0.47138655056124146"
"252","0.4833467530552298","0.4833467530552298","0.4833467530552298"
"253","0.4780445490310441","0.4780445490310441","0.4780445490310441"
"254","0.47355615232192294","0.47355615232192294","0.47355615232192294"
"255","0.4727569733922546","0.4727569733922546","0.4727569733922546"
"256","0.5034974594600499","0.5034974594600499","0.5034974594600499"
"257","0.5191804927129012","0.5191804927129012","0.5191804927129012"
"258","0.5031601507216692","0.5031601507216692","0.5031601507216692"
"259","0.4677162149122783","0.4677162149122783","0.4677162149122783"
"260","0.4746141565450724","0.4746141565450724","0.4746141565450724"
"261","0.47476008054769897","0.4607550866074032","0.4887650744879947"
"262","0.4793233827367398","0.4724248704133612","0.4862218950601185"
"263","0.4794621358260567","0.47560694401080794","0.48331732764130547"
"264","0.472755463105905","0.47106966166429115","0.47444126454751884"
"265","0.5031391529987256","0.4966611156860987","0.5096171903113524"
"266","0.4838558068824193","0.4838558068824193","0.4838558068824193"
"267","0.49083651043474674","0.49083651043474674","0.49083651043474674"
"268","0.4515878807252912","0.4515878807252912","0.4515878807252912"
"269","0.468485066159205","0.468485066159205","0.468485066159205"
"270","0.46926339189795885","0.46926339189795885","0.46926339189795885"
"271","0.47440824913127083","0.47440824913127083","0.47440824913127083"
"272","0.4903168933732169","0.4903168933732169","0.4903168933732169"
"273","0.46247415704762235","0.46247415704762235","0.46247415704762235"
"274","0.502656953058381","0.502656953058381","0.502656953058381"
"275","0.45306790788968404","0.45306790788968404","0.45306790788968404"
"276","0.44447431555936034","0.44447431555936034","0.44447431555936034"
"277","0.45663320976243893","0.45663320976243893","0.45663320976243893"
"278","0.4593353769672451","0.4593353769672451","0.4593353769672451"
"279","0.4968433321919292","0.4968433321919292","0.4968433321919292"
"280","0.46936739614376655","0.46936739614376655","0.46936739614376655"
"281","0.4751481370095818","0.46356504903389856","0.486731224985265"
"282","0.4838336524812298","0.4746832582685683","0.4929840466938913"
"283","0.48442148867569046","0.4793816639826848","0.48946131336869614"
"284","0.47817531811154407","0.47314830016398773","0.4832023360591004"
"285","0.47618633331932547","0.46911521873303824","0.4832574479056127"
"286","0.4840957586027257","0.4823068680671545","0.4858846491382968"
"287","0.47701847038253964","0.46723935822956264","0.48679758253551664"
"288","0.49476403275889064","0.4885479435324669","0.5009801219853144"
"289","0.4889132864605587","0.4732073979146445","0.5046191750064729"
"290","0.48501508589501363","0.4700121309076037","0.5000180408824235"
"291","0.47295507699416317","0.4559661469597747","0.4899440070285517"
"292","0.4812045265351389","0.47718155496951303","0.4852274981007647"
"293","0.47485054357842144","0.4718592854482787","0.47784180170856416"
"294","0.49786600493120425","0.49786600493120425","0.49786600493120425"
"295","0.46260872930288316","0.46260872930288316","0.46260872930288316"
"296","0.4769817765640176","0.4769817765640176","0.4769817765640176"
"297","0.48434961454509057","0.48434961454509057","0.48434961454509057"
"298","0.45021684614705365","0.45021684614705365","0.45021684614705365"
"299","0.4840092305953686","0.4840092305953686","0.4840092305953686"
"300","0.5013817778376283","0.5013817778376283","0.5013817778376283"
"301","0.4802642921133647","0.4802642921133647","0.4802642921133647"
"302","0.4628978071405607","0.4628978071405607","0.4628978071405607"
"303","0.48066589592108083","0.48066589592108083","0.48066589592108083"
"304","0.4879873793106526","0.4879873793106526","0.4879873793106526"
"305","0.4785994417392291","0.4785994417392291","0.4785994417392291"
"306","0.4836401329799132","0.4836401329799132","0.4836401329799132"
"307","0.5011304476431437","0.5011304476431437","0.5011304476431437"
"308","0.48128628854950267","0.48128628854950267","0.48128628854950267"
"309","0.5183589543615069","0.5183589543615069","0.5183589543615069"
"310","0.5046290663026628","0.5046290663026628","0.5046290663026628"
"311","0.5060100821348337","0.5060100821348337","0.5060100821348337"
"312","0.4975956340334309","0.4975956340334309","0.4975956340334309"
"313","0.509191686177955","0.509191686177955","0.509191686177955"
"314","0.488953507401877","0.488953507401877","0.488953507401877"
"315","0.49985111662835785","0.49985111662835785","0.49985111662835785"
"316","0.48810765880804796","0.48810765880804796","0.48810765880804796"
"317","0.46488930926554733","0.46488930926554733","0.46488930926554733"
"318","0.48779845024858204","0.48779845024858204","0.48779845024858204"
"319","0.49353346025401895","0.49353346025401895","0.49353346025401895"
"320","0.4782641569009194","0.4782641569009194","0.4782641569009194"
"321","0.4801887647463725","0.4801887647463725","0.4801887647463725"
"322","0.4829395225514536","0.4829395225514536","0.4829395225514536"
"323","0.49541669948534534","0.49541669948534534","0.49541669948534534"
"324","0.4888005523539301","0.4888005523539301","0.4888005523539301"
"325","0.5097984742550623","0.5097984742550623","0.5097984742550623"
"326","0.5087246537208557","0.5087246537208557","0.5087246537208557"
"327","0.5256200546310061","0.5256200546310061","0.5256200546310061"
"328","0.4942712540809925","0.4942712540809925","0.4942712540809925"
"329","0.4941420471164542","0.4941420471164542","0.4941420471164542"
"330","0.5087687093200106","0.5087687093200106","0.5087687093200106"
"331","0.5142309795532908","0.5142309795532908","0.5142309795532908"
"332","0.5162842364898369","0.5162842364898369","0.5162842364898369"
"333","0.485618997584371","0.485618997584371","0.485618997584371"
"334","0.5076656444546055","0.5076656444546055","0.5076656444546055"
"335","0.49254273784321706","0.49254273784321706","0.49254273784321706"
"336","0.5057026859539658","0.5057026859539658","0.5057026859539658"
"337","0.5074094685091488","0.5074094685091488","0.5074094685091488"
"338","0.5110937079130593","0.5110937079130593","0.5110937079130593"
"339","0.5036503525953444","0.5036503525953444","0.5036503525953444"
"340","0.5023007914423943","0.5023007914423943","0.5023007914423943"
"341","0.49408494635964884","0.49408494635964884","0.49408494635964884"
"342","0.47417537291203776","0.47417537291203776","0.47417537291203776"
"343","0.5090057409944988","0.5090057409944988","0.5090057409944988"
"344","0.5130192405411176","0.5130192405411176","0.5130192405411176"
"345","0.5108641451772522","0.5108641451772522","0.5108641451772522"
"346","0.5065877625057774","0.5065877625057774","0.5065877625057774"
"347","0.5278612211827309","0.5278612211827309","0.5278612211827309"
"348","0.5113438769938454","0.5113438769938454","0.5113438769938454"
"349","0.5137638257100032","0.5137638257100032","0.5137638257100032"
"350","0.5095624128977457","0.5095624128977457","0.5095624128977457"
