"Step","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/pg_loss","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/pg_loss__MIN","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/pg_loss__MAX"
"30","-0.013216832674862374","-0.013216832674862374","-0.013216832674862374"
"31","-0.004869383564519305","-0.004869383564519305","-0.004869383564519305"
"32","0.012969924367902693","0.012969924367902693","0.012969924367902693"
"33","-0.008478134607655867","-0.008478134607655867","-0.008478134607655867"
"34","0.01699520235895428","0.01699520235895428","0.01699520235895428"
"35","0.0034935648120411737","0.0034935648120411737","0.0034935648120411737"
"36","0.01133427167750471","0.01133427167750471","0.01133427167750471"
"37","0.004379955318382406","0.004379955318382406","0.004379955318382406"
"38","-0.005550508244684146","-0.005550508244684146","-0.005550508244684146"
"39","0.020299495753326166","0.020299495753326166","0.020299495753326166"
"40","0.012491385755991494","0.012491385755991494","0.012491385755991494"
"41","0.007200386991505237","0.007200386991505237","0.007200386991505237"
"42","0.02215485057598953","0.02215485057598953","0.02215485057598953"
"43","0.030479083610353647","0.030479083610353647","0.030479083610353647"
"44","0.003510522890648396","0.003510522890648396","0.003510522890648396"
"45","-0.0008154926497651184","-0.0008154926497651184","-0.0008154926497651184"
"46","-0.003098865220174733","-0.003098865220174733","-0.003098865220174733"
"47","0.034201810136437416","0.034201810136437416","0.034201810136437416"
"48","0.015400896618223709","0.015400896618223709","0.015400896618223709"
"49","0.008925915588524272","0.008925915588524272","0.008925915588524272"
"50","0.005533492966541942","0.005533492966541942","0.005533492966541942"
"51","0.01893791685413037","0.01893791685413037","0.01893791685413037"
"52","0.014098380077213271","0.014098380077213271","0.014098380077213271"
"53","0.0123577775333875","0.0123577775333875","0.0123577775333875"
"54","0.021588285081088544","0.021588285081088544","0.021588285081088544"
"55","0.009034776861560257","0.009034776861560257","0.009034776861560257"
"56","0.029673839535017114","0.029673839535017114","0.029673839535017114"
"57","0.0444341975869271","0.0444341975869271","0.0444341975869271"
"58","0.021562950516857155","0.021562950516857155","0.021562950516857155"
"59","0.010998790919342461","0.010998790919342461","0.010998790919342461"
"60","0.0316300413676149","0.0316300413676149","0.0316300413676149"
"61","0.0302248754427393","0.0302248754427393","0.0302248754427393"
"62","0.04313264563411689","0.04313264563411689","0.04313264563411689"
"63","0.0013661497596202167","0.0013661497596202167","0.0013661497596202167"
"64","0.06901160441588478","0.06901160441588478","0.06901160441588478"
"65","0.04520988675898739","0.04520988675898739","0.04520988675898739"
"66","0.03250574129006119","0.03250574129006119","0.03250574129006119"
"67","0.010253649416925577","0.010253649416925577","0.010253649416925577"
"68","0.025320396470508988","0.025320396470508988","0.025320396470508988"
"69","0.04155656834413017","0.04155656834413017","0.04155656834413017"
"70","0.01756488823358127","0.01756488823358127","0.01756488823358127"
"71","0.03308568967582837","0.03308568967582837","0.03308568967582837"
"72","-0.0024756279820246055","-0.0024756279820246055","-0.0024756279820246055"
"73","0.03243049745415819","0.03243049745415819","0.03243049745415819"
"74","0.04123196779898759","0.04123196779898759","0.04123196779898759"
"75","0.02799210188979352","0.02799210188979352","0.02799210188979352"
"76","0.03473085391110387","0.03473085391110387","0.03473085391110387"
"77","0.027320414960912958","0.027320414960912958","0.027320414960912958"
"78","0.06428850172217805","0.06428850172217805","0.06428850172217805"
"79","0.07109049941137643","0.07109049941137643","0.07109049941137643"
"80","0.042378373887567294","0.042378373887567294","0.042378373887567294"
"81","0.03792566181770687","0.03792566181770687","0.03792566181770687"
"82","0.046097652203988634","0.046097652203988634","0.046097652203988634"
"83","0.07331419260279365","0.07331419260279365","0.07331419260279365"
"84","0.05755932524522725","0.05755932524522725","0.05755932524522725"
"85","0.056085278467681084","0.056085278467681084","0.056085278467681084"
"86","0.07443384376883104","0.07443384376883104","0.07443384376883104"
"87","0.04813489574322326","0.04813489574322326","0.04813489574322326"
"88","0.023247357773337304","0.023247357773337304","0.023247357773337304"
"89","0.06738759902911587","0.06738759902911587","0.06738759902911587"
"90","0.0552787216466354","0.0552787216466354","0.0552787216466354"
"91","0.02758534631478445","0.02758534631478445","0.02758534631478445"
"92","0.04658709818550901","0.04658709818550901","0.04658709818550901"
"93","0.10532376532339388","0.10532376532339388","0.10532376532339388"
"94","0.034805593706135236","0.034805593706135236","0.034805593706135236"
"95","0.0886295206169754","0.0886295206169754","0.0886295206169754"
"96","0.06091161154157727","0.06091161154157727","0.06091161154157727"
"97","0.04448720281880324","0.04448720281880324","0.04448720281880324"
"98","0.07436174710451716","0.07436174710451716","0.07436174710451716"
"99","0.08984930797460232","0.08984930797460232","0.08984930797460232"
"100","0.08038432178353624","0.08038432178353624","0.08038432178353624"
"101","0.08886845295621608","0.06811229160244388","0.10962461430998828"
"102","0.10743649935845008","0.08880853245575582","0.12606446626114434"
"103","0.06817979404995081","0.05499303456529822","0.08136655353460341"
"104","0.07020778500744562","0.03171377502156784","0.1087017949933234"
"105","0.061882472194685574","0.04307048912996321","0.08069445525940794"
"106","0.09774624947899131","0.061394383845229945","0.13409811511275269"
"107","0.08482831003948996","0.04022605975038138","0.12943056032859854"
"108","0.04645339072327654","0.030187493448170857","0.06271928799838222"
"109","0.09232633794474865","0.0899202234461798","0.09473245244331752"
"110","0.09890224072692141","0.08399344810813263","0.11381103334571022"
"111","0.09270925781116479","0.061186005358166734","0.12423251026416285"
"112","0.09564948754923003","0.09169317592168227","0.0996057991767778"
"113","0.1228971642906092","0.1228971642906092","0.1228971642906092"
"114","0.11064686276541293","0.11064686276541293","0.11064686276541293"
"115","0.1361631731285","0.1361631731285","0.1361631731285"
"116","0.12950721922511824","0.12950721922511824","0.12950721922511824"
"117","0.10890704746293665","0.10890704746293665","0.10890704746293665"
"118","0.14638906850324324","0.14638906850324324","0.14638906850324324"
"119","0.12355761801671682","0.12355761801671682","0.12355761801671682"
"120","0.12340472562816636","0.12340472562816636","0.12340472562816636"
"121","0.14120377101270215","0.14120377101270215","0.14120377101270215"
"122","0.14909216981484658","0.14909216981484658","0.14909216981484658"
"123","0.18371862427641947","0.18371862427641947","0.18371862427641947"
"124","0.13883539944225431","0.13883539944225431","0.13883539944225431"
"125","0.13965183524659983","0.13965183524659983","0.13965183524659983"
"126","0.154900876590737","0.154900876590737","0.154900876590737"
"127","0.15709275962778718","0.15709275962778718","0.15709275962778718"
"128","0.15386914075421182","0.15386914075421182","0.15386914075421182"
"129","0.1714220476796391","0.1714220476796391","0.1714220476796391"
"130","0.1097497284406414","0.1097497284406414","0.1097497284406414"
"131","0.17094058009992247","0.17094058009992247","0.17094058009992247"
"132","0.1558740041370875","0.1558740041370875","0.1558740041370875"
"133","0.16762835649484448","0.16762835649484448","0.16762835649484448"
"134","0.21604107079070267","0.21604107079070267","0.21604107079070267"
"135","0.10927695278319177","0.10927695278319177","0.10927695278319177"
"136","0.11235225356183946","0.11235225356183946","0.11235225356183946"
"137","0.19439316682196808","0.19439316682196808","0.19439316682196808"
"138","0.17552906578768873","0.17552906578768873","0.17552906578768873"
"139","0.18249877880120885","0.18249877880120885","0.18249877880120885"
"140","0.15384134812917136","0.15384134812917136","0.15384134812917136"
"141","0.1736880387429573","0.1736880387429573","0.1736880387429573"
"142","0.22843866564727824","0.22843866564727824","0.22843866564727824"
"143","0.23796485756368688","0.23796485756368688","0.23796485756368688"
"144","0.12544780186726712","0.12544780186726712","0.12544780186726712"
"145","0.14890441151864425","0.14890441151864425","0.14890441151864425"
"146","0.17243771548257084","0.17243771548257084","0.17243771548257084"
"147","0.21689702855428872","0.21689702855428872","0.21689702855428872"
"148","0.17774742971773128","0.17774742971773128","0.17774742971773128"
"149","0.22094795470415005","0.22094795470415005","0.22094795470415005"
"150","0.2926444271185627","0.2926444271185627","0.2926444271185627"
"151","0.17378264696869467","0.17378264696869467","0.17378264696869467"
"152","0.21949027644227936","0.21949027644227936","0.21949027644227936"
"153","0.19698216328397394","0.19698216328397394","0.19698216328397394"
"154","0.2029638237278984","0.2029638237278984","0.2029638237278984"
"155","0.22375297981780023","0.22375297981780023","0.22375297981780023"
"156","0.19224905819624083","0.19224905819624083","0.19224905819624083"
"157","0.2582818425383748","0.2582818425383748","0.2582818425383748"
"158","0.23496509857003145","0.23496509857003145","0.23496509857003145"
"159","0.20961165380370067","0.20961165380370067","0.20961165380370067"
"160","0.2277949679426957","0.2277949679426957","0.2277949679426957"
"161","0.23959914378665545","0.23959914378665545","0.23959914378665545"
"162","0.20391788340354566","0.20391788340354566","0.20391788340354566"
"163","0.20256349069218263","0.20256349069218263","0.20256349069218263"
"164","0.22343306050642386","0.22343306050642386","0.22343306050642386"
"165","0.20259033650686237","0.20259033650686237","0.20259033650686237"
"166","0.21362383084767178","0.21362383084767178","0.21362383084767178"
"167","0.22189673559639939","0.22189673559639939","0.22189673559639939"
"168","0.22895740347651197","0.22895740347651197","0.22895740347651197"
"169","0.2699295819907541","0.2699295819907541","0.2699295819907541"
"170","0.24982219008659876","0.24982219008659876","0.24982219008659876"
"171","0.28560729909520177","0.28560729909520177","0.28560729909520177"
"172","0.20984250877860605","0.20984250877860605","0.20984250877860605"
"173","0.20833260765367584","0.20833260765367584","0.20833260765367584"
"174","0.2078022637853291","0.2078022637853291","0.2078022637853291"
"175","0.2956267027954634","0.2956267027954634","0.2956267027954634"
"176","0.2858015203232066","0.2858015203232066","0.2858015203232066"
"177","0.22413739268767072","0.22413739268767072","0.22413739268767072"
"178","0.27471741504400016","0.27471741504400016","0.27471741504400016"
"179","0.19191390193779678","0.19191390193779678","0.19191390193779678"
"180","0.26598142330715463","0.26598142330715463","0.26598142330715463"
"181","0.22806021773353227","0.22806021773353227","0.22806021773353227"
"182","0.232619400095085","0.232619400095085","0.232619400095085"
"183","0.26774379305712037","0.26774379305712037","0.26774379305712037"
"184","0.23449927445857183","0.23449927445857183","0.23449927445857183"
"185","0.23402298304170152","0.23402298304170152","0.23402298304170152"
"186","0.22369008748554184","0.22369008748554184","0.22369008748554184"
"187","0.2570679296893398","0.2570679296893398","0.2570679296893398"
"188","0.2591560410605815","0.2591560410605815","0.2591560410605815"
"189","0.20268733810585485","0.20268733810585485","0.20268733810585485"
"190","0.23051255235253876","0.23051255235253876","0.23051255235253876"
"191","0.23458869259721085","0.23458869259721085","0.23458869259721085"
"192","0.2567423479419879","0.2567423479419879","0.2567423479419879"
"193","0.19888302740426017","0.19888302740426017","0.19888302740426017"
"194","0.2541290467102081","0.2541290467102081","0.2541290467102081"
"195","0.3158329448788502","0.3158329448788502","0.3158329448788502"
"196","0.16866387128977786","0.16866387128977786","0.16866387128977786"
"197","0.23217775695001217","0.23217775695001217","0.23217775695001217"
"198","0.13979637483134866","0.13979637483134866","0.13979637483134866"
"199","0.1720881349075037","0.1720881349075037","0.1720881349075037"
"200","0.15478516609944176","0.15478516609944176","0.15478516609944176"
"201","0.15256041692630282","0.15256041692630282","0.15256041692630282"
"202","0.16719556244653325","0.16719556244653325","0.16719556244653325"
"203","0.1862585514211558","0.1862585514211558","0.1862585514211558"
"204","0.15148542326468445","0.15148542326468445","0.15148542326468445"
"205","0.16286882159858942","0.16286882159858942","0.16286882159858942"
"206","0.164961757560377","0.164961757560377","0.164961757560377"
"207","0.20331346276524084","0.20331346276524084","0.20331346276524084"
"208","0.17884806070034787","0.17884806070034787","0.17884806070034787"
"209","0.16962954768341434","0.16962954768341434","0.16962954768341434"
"210","0.16954096184053924","0.16954096184053924","0.16954096184053924"
"211","0.1826152754202485","0.1826152754202485","0.1826152754202485"
"212","0.19931816487346127","0.19931816487346127","0.19931816487346127"
"213","0.14011678688928428","0.14011678688928428","0.14011678688928428"
"214","0.20872980943447306","0.20872980943447306","0.20872980943447306"
"215","0.19306893634402061","0.19306893634402061","0.19306893634402061"
"216","0.2208280867547728","0.2208280867547728","0.2208280867547728"
"217","0.14699634415598414","0.14699634415598414","0.14699634415598414"
"218","0.21903625027173096","0.21903625027173096","0.21903625027173096"
"219","0.15348571769799255","0.15348571769799255","0.15348571769799255"
"220","0.16719678652379663","0.16719678652379663","0.16719678652379663"
"221","0.179927547856884","0.179927547856884","0.179927547856884"
"222","0.21374186829655853","0.21374186829655853","0.21374186829655853"
"223","0.17453964450204176","0.17453964450204176","0.17453964450204176"
"224","0.17222601994062248","0.17222601994062248","0.17222601994062248"
"225","0.17119517321739214","0.17119517321739214","0.17119517321739214"
"226","0.21152488369725447","0.21152488369725447","0.21152488369725447"
"227","0.20370999962473527","0.20370999962473527","0.20370999962473527"
"228","0.2371247991982658","0.2371247991982658","0.2371247991982658"
"229","0.1940780361790372","0.1940780361790372","0.1940780361790372"
"230","0.21275641059453068","0.21275641059453068","0.21275641059453068"
"231","0.2635175397590501","0.2635175397590501","0.2635175397590501"
"232","0.21922648263181438","0.21922648263181438","0.21922648263181438"
"233","0.1750287279072735","0.1750287279072735","0.1750287279072735"
"234","0.15989187903524865","0.15989187903524865","0.15989187903524865"
"235","0.23516591510162987","0.23516591510162987","0.23516591510162987"
"236","0.23878984627247388","0.23878984627247388","0.23878984627247388"
"237","0.19241874987209165","0.19241874987209165","0.19241874987209165"
"238","0.15384301710678003","0.15384301710678003","0.15384301710678003"
"239","0.2125912745218348","0.2125912745218348","0.2125912745218348"
"240","0.20054316009333897","0.20054316009333897","0.20054316009333897"
"241","0.11485813169026558","0.11485813169026558","0.11485813169026558"
"242","0.13381382618464677","0.13381382618464677","0.13381382618464677"
"243","0.2406658907801522","0.2406658907801522","0.2406658907801522"
"244","0.23928035585010804","0.23928035585010804","0.23928035585010804"
"245","0.21110706702609988","0.21110706702609988","0.21110706702609988"
"246","0.14504690965957412","0.14504690965957412","0.14504690965957412"
"247","0.21957979672271938","0.21957979672271938","0.21957979672271938"
"248","0.22343462359561933","0.22343462359561933","0.22343462359561933"
"249","0.23675457975753633","0.23675457975753633","0.23675457975753633"
"250","0.2035164604522288","0.2035164604522288","0.2035164604522288"
"251","0.20462808391023982","0.20462808391023982","0.20462808391023982"
"252","0.3060917952521281","0.3060917952521281","0.3060917952521281"
"253","0.1527094877766151","0.1527094877766151","0.1527094877766151"
"254","0.18544914197960966","0.18544914197960966","0.18544914197960966"
"255","0.23002945083847387","0.23002945083847387","0.23002945083847387"
"256","0.21680498144996818","0.21680498144996818","0.21680498144996818"
"257","0.1478193145552554","0.1478193145552554","0.1478193145552554"
"258","0.19898822282751402","0.19898822282751402","0.19898822282751402"
"259","0.17790012197456434","0.17790012197456434","0.17790012197456434"
"260","0.2797788874745446","0.2797788874745446","0.2797788874745446"
"261","0.1515933211565345","0.1515933211565345","0.1515933211565345"
"262","0.13089771957167393","0.13089771957167393","0.13089771957167393"
"263","0.2909808531874157","0.2909808531874157","0.2909808531874157"
"264","0.1782989322340914","0.1782989322340914","0.1782989322340914"
"265","0.14618395347063964","0.14618395347063964","0.14618395347063964"
"266","0.17414485869180088","0.17414485869180088","0.17414485869180088"
"267","0.253822749700918","0.253822749700918","0.253822749700918"
"268","0.2908627427472123","0.2908627427472123","0.2908627427472123"
"269","0.15195834410896655","0.15195834410896655","0.15195834410896655"
"270","0.15741372502398218","0.15741372502398218","0.15741372502398218"
"271","0.18065471992724472","0.18065471992724472","0.18065471992724472"
"272","0.2102713561233051","0.2102713561233051","0.2102713561233051"
"273","0.17058907755187477","0.17058907755187477","0.17058907755187477"
"274","0.14684065144634648","0.14684065144634648","0.14684065144634648"
"275","0.19950314301096803","0.19950314301096803","0.19950314301096803"
"276","0.18746217075639163","0.18746217075639163","0.18746217075639163"
"277","0.15706311855515245","0.15706311855515245","0.15706311855515245"
"278","0.13302965045094173","0.13302965045094173","0.13302965045094173"
"279","0.1439433977671567","0.1439433977671567","0.1439433977671567"
"280","0.13978598054187993","0.13978598054187993","0.13978598054187993"
"281","0.13274119647089824","0.13274119647089824","0.13274119647089824"
"282","0.27188832565008786","0.27188832565008786","0.27188832565008786"
"283","0.14893712492330985","0.14893712492330985","0.14893712492330985"
"284","0.07961248002118534","0.07961248002118534","0.07961248002118534"
"285","0.19864923371370513","0.19864923371370513","0.19864923371370513"
"286","0.1747524063159689","0.1747524063159689","0.1747524063159689"
"287","0.16064936033953195","0.16064936033953195","0.16064936033953195"
"288","0.1561377785952201","0.1561377785952201","0.1561377785952201"
"289","0.17981424524807424","0.17981424524807424","0.17981424524807424"
"290","0.1956279359141584","0.1956279359141584","0.1956279359141584"
"291","0.21158867446883095","0.21158867446883095","0.21158867446883095"
"292","0.1690651351057085","0.1690651351057085","0.1690651351057085"
"293","0.16882882507828376","0.16882882507828376","0.16882882507828376"
"294","0.17077269821545515","0.17077269821545515","0.17077269821545515"
"295","0.16998187381302915","0.16998187381302915","0.16998187381302915"
"296","0.15466866122535716","0.15466866122535716","0.15466866122535716"
"297","0.19644047952345411","0.19644047952345411","0.19644047952345411"
"298","0.1876355198393867","0.1876355198393867","0.1876355198393867"
"299","0.16797631410421965","0.16797631410421965","0.16797631410421965"
"300","0.2165100212181535","0.2165100212181535","0.2165100212181535"
"301","0.11839807257499724","0.11839807257499724","0.11839807257499724"
"302","0.1586587547014157","0.1586587547014157","0.1586587547014157"
"303","0.20733167366380234","0.20733167366380234","0.20733167366380234"
"304","0.1795808525244349","0.1795808525244349","0.1795808525244349"
"305","0.168264633593842","0.168264633593842","0.168264633593842"
"306","0.2338210520721585","0.2338210520721585","0.2338210520721585"
"307","0.2057893262857473","0.2057893262857473","0.2057893262857473"
"308","0.1507393836833631","0.1507393836833631","0.1507393836833631"
"309","0.17168507150684795","0.17168507150684795","0.17168507150684795"
"310","0.14742243148939452","0.14742243148939452","0.14742243148939452"
"311","0.17389752095730243","0.17389752095730243","0.17389752095730243"
"312","0.1425505010524719","0.1425505010524719","0.1425505010524719"
"313","0.15417289149481803","0.15417289149481803","0.15417289149481803"
"314","0.17140709703075296","0.17140709703075296","0.17140709703075296"
"315","0.13682754256296903","0.13682754256296903","0.13682754256296903"
"316","0.08650215125332276","0.08650215125332276","0.08650215125332276"
"317","0.1843547726073015","0.1843547726073015","0.1843547726073015"
"318","0.24772273669154138","0.24772273669154138","0.24772273669154138"
"319","0.17407265869415786","0.17407265869415786","0.17407265869415786"
"320","0.14747586086965525","0.14747586086965525","0.14747586086965525"
"321","0.1183499272368032","0.1183499272368032","0.1183499272368032"
"322","0.17080078928742604","0.17080078928742604","0.17080078928742604"
"323","0.173332970024397","0.173332970024397","0.173332970024397"
"324","0.11674283993488643","0.11674283993488643","0.11674283993488643"
"325","0.058479195993662955","0.058479195993662955","0.058479195993662955"
"326","0.25412342091506535","0.25412342091506535","0.25412342091506535"
"327","0.19514957163482904","0.19514957163482904","0.19514957163482904"
"328","0.15292103682892233","0.15292103682892233","0.15292103682892233"
"329","0.10351471584038557","0.10351471584038557","0.10351471584038557"
"330","0.15658847090955347","0.15658847090955347","0.15658847090955347"
"331","0.0932656367356547","0.0932656367356547","0.0932656367356547"
"332","0.1805870434924911","0.1805870434924911","0.1805870434924911"
"333","0.07752583779317017","0.07752583779317017","0.07752583779317017"
"334","0.1385365687074918","0.1385365687074918","0.1385365687074918"
"335","0.16466947700705772","0.16466947700705772","0.16466947700705772"
"336","0.1129780957015936","0.1129780957015936","0.1129780957015936"
"337","0.1265455281946999","0.1265455281946999","0.1265455281946999"
"338","0.08106913040147017","0.08106913040147017","0.08106913040147017"
"339","0.13028907308354973","0.13028907308354973","0.13028907308354973"
"340","0.08200934552587569","0.08200934552587569","0.08200934552587569"
"341","0.1622629929582278","0.1622629929582278","0.1622629929582278"
"342","0.2030736006711098","0.2030736006711098","0.2030736006711098"
"343","0.13388235739786442","0.13388235739786442","0.13388235739786442"
"344","0.10631604680949952","0.10631604680949952","0.10631604680949952"
"345","0.10623796407949843","0.10623796407949843","0.10623796407949843"
"346","0.17424540656095702","0.17424540656095702","0.17424540656095702"
"347","0.08372170108880193","0.08372170108880193","0.08372170108880193"
"348","0.1098155902428728","0.1098155902428728","0.1098155902428728"
"349","0.15664107259992208","0.15664107259992208","0.15664107259992208"
"350","0.06788935066318848","0.06788935066318848","0.06788935066318848"
"351","0.0705426707258448","0.0705426707258448","0.0705426707258448"
"352","0.05174330022725228","0.05174330022725228","0.05174330022725228"
"353","0.10276950375032677","0.10276950375032677","0.10276950375032677"
"354","0.1024064689058147","0.1024064689058147","0.1024064689058147"
"355","0.10343652183430198","0.10343652183430198","0.10343652183430198"
"356","0.12681897796158279","0.12681897796158279","0.12681897796158279"
"357","0.14336711104260758","0.14336711104260758","0.14336711104260758"
"358","0.12553073967845269","0.12553073967845269","0.12553073967845269"
"359","0.11571888310356519","0.11571888310356519","0.11571888310356519"
"360","0.09967773526475049","0.09967773526475049","0.09967773526475049"
"361","0.12647309308845756","0.12647309308845756","0.12647309308845756"
"362","0.11344451090320945","0.11344451090320945","0.11344451090320945"
"363","0.07523698028730783","0.07523698028730783","0.07523698028730783"
"364","0.02447942239035603","0.02447942239035603","0.02447942239035603"
"365","0.0998034212785165","0.0998034212785165","0.0998034212785165"
"366","0.1395864672102856","0.1395864672102856","0.1395864672102856"
"367","0.06259199608796956","0.06259199608796956","0.06259199608796956"
"368","0.05758993288068331","0.05758993288068331","0.05758993288068331"
"369","0.017964121467177418","0.017964121467177418","0.017964121467177418"
"370","0.1217590675397373","0.1217590675397373","0.1217590675397373"
"371","0.08437622617930174","0.08437622617930174","0.08437622617930174"
"372","0.05668026303321543","0.05668026303321543","0.05668026303321543"
"373","0.062266024815685606","0.062266024815685606","0.062266024815685606"
"374","0.1748069123591257","0.1748069123591257","0.1748069123591257"
"375","0.07624029957999785","0.07624029957999785","0.07624029957999785"
"376","0.055704471466225994","0.055704471466225994","0.055704471466225994"
"377","0.12751411734489906","0.12751411734489906","0.12751411734489906"
"378","0.06707056850594069","0.06707056850594069","0.06707056850594069"
"379","0.13515398094896228","0.13515398094896228","0.13515398094896228"
"380","0.14654400164042325","0.14654400164042325","0.14654400164042325"
"381","0.10854948159505833","0.10854948159505833","0.10854948159505833"
"382","0.09233832646928289","0.09233832646928289","0.09233832646928289"
"383","0.11141171201597899","0.11141171201597899","0.11141171201597899"
"384","0.0749656705950786","0.0749656705950786","0.0749656705950786"
"385","0.11522182092691462","0.11522182092691462","0.11522182092691462"
"386","0.04731034969777933","0.04731034969777933","0.04731034969777933"
"387","0.08729623660578259","0.08729623660578259","0.08729623660578259"
"388","0.07037473072331132","0.07037473072331132","0.07037473072331132"
"389","0.09004378246641914","0.09004378246641914","0.09004378246641914"
"390","0.09377213760412165","0.09377213760412165","0.09377213760412165"
"391","0.06911681322445576","0.06911681322445576","0.06911681322445576"
"392","0.08127896282551945","0.08127896282551945","0.08127896282551945"
"393","0.10956500271863456","0.10956500271863456","0.10956500271863456"
"394","0.07051031690720908","0.07051031690720908","0.07051031690720908"
"395","0.07409526759260138","0.07409526759260138","0.07409526759260138"
"396","0.024546342332743935","0.024546342332743935","0.024546342332743935"
"397","0.11628210522345643","0.11628210522345643","0.11628210522345643"
"398","0.11752007342219142","0.11752007342219142","0.11752007342219142"
"399","0.07213708105790492","0.07213708105790492","0.07213708105790492"
"400","0.05014651874736161","0.05014651874736161","0.05014651874736161"
"401","0.1189643306025703","0.1189643306025703","0.1189643306025703"
"402","0.06929937951240896","0.06929937951240896","0.06929937951240896"
"403","0.04715453752019591","0.04715453752019591","0.04715453752019591"
"404","0.06261241865168149","0.06261241865168149","0.06261241865168149"
"405","0.046233656057092835","0.046233656057092835","0.046233656057092835"
"406","0.04731798338969903","0.04731798338969903","0.04731798338969903"
"407","0.05701204734052428","0.05701204734052428","0.05701204734052428"
"408","0.0919000165288647","0.0919000165288647","0.0919000165288647"
"409","0.03267455579685595","0.03267455579685595","0.03267455579685595"
"410","0.07524129162159036","0.07524129162159036","0.07524129162159036"
"411","0.11314614950161841","0.11314614950161841","0.11314614950161841"
"412","0.07676998866455896","0.07676998866455896","0.07676998866455896"
"413","0.03981715072156258","0.03981715072156258","0.03981715072156258"
"414","0.12548862005465886","0.12548862005465886","0.12548862005465886"
"415","0.1040524620976713","0.1040524620976713","0.1040524620976713"
"416","0.07841292319021055","0.07841292319021055","0.07841292319021055"
"417","0.08947356153101496","0.08947356153101496","0.08947356153101496"
"418","0.10754435200855803","0.10754435200855803","0.10754435200855803"
"419","0.15374159593931466","0.15374159593931466","0.15374159593931466"
