"Step","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/ppo_kl","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/ppo_kl__MIN","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/ppo_kl__MAX"
"56","0.00016016185281523895","0.00016016185281523895","0.00016016185281523895"
"57","0.00002388923542765666","0.00002388923542765666","0.00002388923542765666"
"58","0.00019324973975273568","0.00019324973975273568","0.00019324973975273568"
"59","0.00027567645652732824","0.00027567645652732824","0.00027567645652732824"
"60","0.00025629195921126496","0.00025629195921126496","0.00025629195921126496"
"61","0.0002563051179733059","0.0002563051179733059","0.0002563051179733059"
"62","0.00022156988855143766","0.00022156988855143766","0.00022156988855143766"
"63","0.00015906361446429808","0.00015906361446429808","0.00015906361446429808"
"64","0.00024317603075343997","0.00024317603075343997","0.00024317603075343997"
"65","0.0004951892229753087","0.0004951892229753087","0.0004951892229753087"
"66","0.0001670277217831652","0.0001670277217831652","0.0001670277217831652"
"67","0.000024373445675619536","0.000024373445675619536","0.000024373445675619536"
"68","0.0003122028140574689","0.0003122028140574689","0.0003122028140574689"
"69","0.00042451161620020856","0.00042451161620020856","0.00042451161620020856"
"70","0.00018661598858056043","0.00018661598858056043","0.00018661598858056043"
"71","0.000029696745475295557","0.000029696745475295557","0.000029696745475295557"
"72","0.000461951762009829","0.000461951762009829","0.000461951762009829"
"73","0.0006430102584294344","0.0006430102584294344","0.0006430102584294344"
"74","-0.00005270641448051733","-0.00005270641448051733","-0.00005270641448051733"
"75","0.0002426790554636682","0.0002426790554636682","0.0002426790554636682"
"76","0.0008144451580157128","0.0008144451580157128","0.0008144451580157128"
"77","0.0005382872260835595","0.0005382872260835595","0.0005382872260835595"
"78","-0.00012655541985495133","-0.00012655541985495133","-0.00012655541985495133"
"79","0.000267903577048881","0.000267903577048881","0.000267903577048881"
"80","0.000717085888905773","0.000717085888905773","0.000717085888905773"
"81","0.0002404784409573667","0.0002404784409573667","0.0002404784409573667"
"82","-0.00019767523045826434","-0.00019767523045826434","-0.00019767523045826434"
"83","0.0007033778413296989","0.0007033778413296989","0.0007033778413296989"
"84","0.0013550550728704904","0.0013550550728704904","0.0013550550728704904"
"85","0.0005035202103204643","0.0005035202103204643","0.0005035202103204643"
"86","0.00018720637071688493","0.00018720637071688493","0.00018720637071688493"
"87","0.0018556901123530053","0.0018556901123530053","0.0018556901123530053"
"88","0.0029509077182404333","0.0029509077182404333","0.0029509077182404333"
"89","0.0013317890852775846","0.0013317890852775846","0.0013317890852775846"
"90","0.0012129799141965198","0.0012129799141965198","0.0012129799141965198"
"91","0.0055608806893966784","0.0055608806893966784","0.0055608806893966784"
"92","0.003746123006965181","0.003746123006965181","0.003746123006965181"
"93","-0.002872375264915819","-0.002872375264915819","-0.002872375264915819"
"94","0.00355122453169575","0.00355122453169575","0.00355122453169575"
"95","0.008297290341637953","0.008297290341637953","0.008297290341637953"
"96","-0.004068456071466934","-0.004068456071466934","-0.004068456071466934"
"97","-0.0012612546541487329","-0.0012612546541487329","-0.0012612546541487329"
"98","0.01389262879687086","0.01389262879687086","0.01389262879687086"
"99","0.00683410262774861","0.00683410262774861","0.00683410262774861"
"100","-0.011728599265084735","-0.011728599265084735","-0.011728599265084735"
"101","-0.0034876476733494317","-0.007416120760461928","0.0004408254137630644"
"102","0.008208676331181356","0.005439082744921888","0.010978269917440825"
"103","0.005321514598150235","-0.0012693418994287288","0.0119123710957292"
"104","-0.0006012513765636543","-0.003955934088792021","0.0027534313356647124"
"105","-0.002225303505491061","-0.004951910342460393","0.0005013033314782708"
"106","0.004576044999129046","0.0008828585220579688","0.008269231476200123"
"107","0.005553720852401603","0.003371595203984784","0.007735846500818422"
"108","-0.005048734294433995","-0.005963569222650541","-0.004133899366217448"
"109","0.000053513347441639086","-0.004757076900630714","0.004864103595513992"
"110","0.002095397353509292","-0.003572850701744589","0.007763645408763173"
"111","0.005930891736471231","0.0044050433011975565","0.0074567401717449055"
"112","-0.003095456523447138","-0.004459210891568911","-0.0017317021553253653"
"113","0.0028937814127453342","0.0028937814127453342","0.0028937814127453342"
"114","-0.0007581207752558814","-0.0007581207752558814","-0.0007581207752558814"
"115","0.0013846299798506033","0.0013846299798506033","0.0013846299798506033"
"116","0.0015166718389717049","0.0015166718389717049","0.0015166718389717049"
"117","0.00031658043135676536","0.00031658043135676536","0.00031658043135676536"
"118","-0.0004568037860129455","-0.0004568037860129455","-0.0004568037860129455"
"119","0.0017541923158697391","0.0017541923158697391","0.0017541923158697391"
"120","0.002276672076826297","0.002276672076826297","0.002276672076826297"
"121","-0.000827736783261274","-0.000827736783261274","-0.000827736783261274"
"122","0.002543645992526914","0.002543645992526914","0.002543645992526914"
"123","0.0042048267903737726","0.0042048267903737726","0.0042048267903737726"
"124","-0.004298471113112387","-0.004298471113112387","-0.004298471113112387"
"125","-0.00397545291803238","-0.00397545291803238","-0.00397545291803238"
"126","0.0068330822698618775","0.0068330822698618775","0.0068330822698618775"
"127","0.00601927923548979","0.00601927923548979","0.00601927923548979"
"128","-0.0035705199845420124","-0.0035705199845420124","-0.0035705199845420124"
"129","-0.0033569298465373357","-0.0033569298465373357","-0.0033569298465373357"
"130","0.005996443352882917","0.005996443352882917","0.005996443352882917"
"131","0.004906475243830205","0.004906475243830205","0.004906475243830205"
"132","-0.002998780417316928","-0.002998780417316928","-0.002998780417316928"
"133","-0.0024126486348967744","-0.0024126486348967744","-0.0024126486348967744"
"134","0.004736169753919562","0.004736169753919562","0.004736169753919562"
"135","0.004247667184420701","0.004247667184420701","0.004247667184420701"
"136","-0.0023584055078633053","-0.0023584055078633053","-0.0023584055078633053"
"137","-0.002418087499519958","-0.002418087499519958","-0.002418087499519958"
"138","0.003751338368197644","0.003751338368197644","0.003751338368197644"
"139","0.0040515881711106795","0.0040515881711106795","0.0040515881711106795"
"140","-0.0008684143382784505","-0.0008684143382784505","-0.0008684143382784505"
"141","-0.0019938912944463486","-0.0019938912944463486","-0.0019938912944463486"
"142","0.0021541539024677266","0.0021541539024677266","0.0021541539024677266"
"143","0.003757775046526351","0.003757775046526351","0.003757775046526351"
"144","0.0012449059171583737","0.0012449059171583737","0.0012449059171583737"
"145","-0.0014984132840868984","-0.0014984132840868984","-0.0014984132840868984"
"146","0.0012407263367906027","0.0012407263367906027","0.0012407263367906027"
"147","0.0030784246434147158","0.0030784246434147158","0.0030784246434147158"
"148","0.0005922140000361001","0.0005922140000361001","0.0005922140000361001"
"149","-0.001202982021803517","-0.001202982021803517","-0.001202982021803517"
"150","0.0018030015235661482","0.0018030015235661482","0.0018030015235661482"
"151","0.003800021479504981","0.003800021479504981","0.003800021479504981"
"152","0.0004472568042081249","0.0004472568042081249","0.0004472568042081249"
"153","-0.0020469850479068034","-0.0020469850479068034","-0.0020469850479068034"
"154","0.0014294139244009636","0.0014294139244009636","0.0014294139244009636"
"155","0.0039043917769699225","0.0039043917769699225","0.0039043917769699225"
"156","0.0009892682069487912","0.0009892682069487912","0.0009892682069487912"
"157","-0.001348027589823259","-0.001348027589823259","-0.001348027589823259"
"158","0.0021495562296103576","0.0021495562296103576","0.0021495562296103576"
"159","0.004984118489030385","0.004984118489030385","0.004984118489030385"
"160","0.0016855829391346745","0.0016855829391346745","0.0016855829391346745"
"161","-0.002102275539950856","-0.002102275539950856","-0.002102275539950856"
"162","0.0014571394978519093","0.0014571394978519093","0.0014571394978519093"
"163","0.005334705629564346","0.005334705629564346","0.005334705629564346"
"164","0.0017959916236272272","0.0017959916236272272","0.0017959916236272272"
"165","-0.002572838889202525","-0.002572838889202525","-0.002572838889202525"
"166","0.0005480605832386349","0.0005480605832386349","0.0005480605832386349"
"167","0.005166817726502713","0.005166817726502713","0.005166817726502713"
"168","0.0021445706477317035","0.0021445706477317035","0.0021445706477317035"
"169","-0.0017381843440553368","-0.0017381843440553368","-0.0017381843440553368"
"170","0.0006216985150466051","0.0006216985150466051","0.0006216985150466051"
"171","0.006998882151061767","0.006998882151061767","0.006998882151061767"
"172","0.0034441122466780465","0.0034441122466780465","0.0034441122466780465"
"173","-0.0037630894294633835","-0.0037630894294633835","-0.0037630894294633835"
"174","-0.0009196686130190742","-0.0009196686130190742","-0.0009196686130190742"
"175","0.005481615314204106","0.005481615314204106","0.005481615314204106"
"176","0.005290153144905678","0.005290153144905678","0.005290153144905678"
"177","-0.0012600011004362018","-0.0012600011004362018","-0.0012600011004362018"
"178","-0.0011312092666551856","-0.0011312092666551856","-0.0011312092666551856"
"179","0.006198618307654911","0.006198618307654911","0.006198618307654911"
"180","0.004865840277651937","0.004865840277651937","0.004865840277651937"
"181","-0.000699218652622249","-0.000699218652622249","-0.000699218652622249"
"182","0.0001802076763343554","0.0001802076763343554","0.0001802076763343554"
"183","0.005549034787486242","0.005549034787486242","0.005549034787486242"
"184","0.004022431019727853","0.004022431019727853","0.004022431019727853"
"185","0.0011151923001143454","0.0011151923001143454","0.0011151923001143454"
"186","0.0013250238750887329","0.0013250238750887329","0.0013250238750887329"
"187","0.000977919238425068","0.000977919238425068","0.000977919238425068"
"188","0.0015733556814013757","0.0015733556814013757","0.0015733556814013757"
"189","0.0034302809701116264","0.0034302809701116264","0.0034302809701116264"
"190","0.002905704570230906","0.002905704570230906","0.002905704570230906"
"191","0.0023036286268629125","0.0023036286268629125","0.0023036286268629125"
"192","0.0023790500847760336","0.0023790500847760336","0.0023790500847760336"
"193","0.003619078255724162","0.003619078255724162","0.003619078255724162"
"194","0.005148196554277092","0.005148196554277092","0.005148196554277092"
"195","0.0048530498245400525","0.0048530498245400525","0.0048530498245400525"
"196","0.005547374723449586","0.005547374723449586","0.005547374723449586"
"197","0.006307087244390142","0.006307087244390142","0.006307087244390142"
"198","0.005999231412936228","0.005999231412936228","0.005999231412936228"
"199","0.006099081072999641","0.006099081072999641","0.006099081072999641"
"200","0.005090085941143722","0.005090085941143722","0.005090085941143722"
"201","0.005467826298696615","0.005467826298696615","0.005467826298696615"
"202","0.007245316316351988","0.007245316316351988","0.007245316316351988"
"203","0.004975761849884627","0.004975761849884627","0.004975761849884627"
"204","0.006663638256566682","0.006663638256566682","0.006663638256566682"
"205","0.011758352074772119","0.011758352074772119","0.011758352074772119"
"206","0.01324613248652895","0.01324613248652895","0.01324613248652895"
"207","0.013524077113040468","0.013524077113040468","0.013524077113040468"
"208","0.013456759646819052","0.013456759646819052","0.013456759646819052"
"209","0.014955182902299422","0.014955182902299422","0.014955182902299422"
"210","0.027758168922446202","0.027758168922446202","0.027758168922446202"
"211","0.035974083498120306","0.035974083498120306","0.035974083498120306"
"212","-0.001579141060681329","-0.001579141060681329","-0.001579141060681329"
"213","-0.005531066078961786","-0.005531066078961786","-0.005531066078961786"
"214","0.04129640115353898","0.04129640115353898","0.04129640115353898"
"215","0.04283550811146409","0.04283550811146409","0.04283550811146409"
"216","0.0302543002491196","0.0302543002491196","0.0302543002491196"
"217","0.027952050234527646","0.027952050234527646","0.027952050234527646"
"218","0.0737589609164458","0.0737589609164458","0.0737589609164458"
"219","0.0950450836172124","0.0950450836172124","0.0950450836172124"
"220","0.13082813668251037","0.13082813668251037","0.13082813668251037"
"221","0.09749877508729696","0.09749877508729696","0.09749877508729696"
"222","0.10228717721935011","0.10228717721935011","0.10228717721935011"
"223","0.15158427599047827","0.15158427599047827","0.15158427599047827"
"224","0.06529117278430772","0.06529117278430772","0.06529117278430772"
"225","-0.000738002796169256","-0.000738002796169256","-0.000738002796169256"
"226","0.13261020724224834","0.13261020724224834","0.13261020724224834"
"227","0.17731942503880233","0.17731942503880233","0.17731942503880233"
"228","-0.04575417064903778","-0.04575417064903778","-0.04575417064903778"
"229","0.038212616401522057","0.038212616401522057","0.038212616401522057"
"230","0.319456093678517","0.319456093678517","0.319456093678517"
"231","0.10426669309918697","0.10426669309918697","0.10426669309918697"
"232","-0.06952791109259399","-0.06952791109259399","-0.06952791109259399"
"233","0.1343653460945746","0.1343653460945746","0.1343653460945746"
"234","0.1875954555613654","0.1875954555613654","0.1875954555613654"
"235","-0.11760640089664984","-0.11760640089664984","-0.11760640089664984"
"236","-0.12040388491004705","-0.12040388491004705","-0.12040388491004705"
"237","0.19579065611233581","0.19579065611233581","0.19579065611233581"
"238","0.22184988898094568","0.22184988898094568","0.22184988898094568"
"239","-0.08495556450354944","-0.08495556450354944","-0.08495556450354944"
"240","-0.08783807044970655","-0.08783807044970655","-0.08783807044970655"
"241","0.1796012810534901","0.1796012810534901","0.1796012810534901"
"242","0.24879208996015437","0.24879208996015437","0.24879208996015437"
"243","0.005962261092319155","0.005962261092319155","0.005962261092319155"
"244","-0.10136815442622286","-0.10136815442622286","-0.10136815442622286"
"245","0.14925065668005694","0.14925065668005694","0.14925065668005694"
"246","0.11600310347899041","0.11600310347899041","0.11600310347899041"
"247","-0.15498745557173943","-0.15498745557173943","-0.15498745557173943"
"248","-0.0964199226970474","-0.0964199226970474","-0.0964199226970474"
"249","0.18672066017201072","0.18672066017201072","0.18672066017201072"
"250","0.12285223841667176","0.12285223841667176","0.12285223841667176"
"251","-0.129269276515092","-0.129269276515092","-0.129269276515092"
"252","-0.11500560951353324","-0.11500560951353324","-0.11500560951353324"
"253","0.17394775560027675","0.17394775560027675","0.17394775560027675"
"254","0.137882478378321","0.137882478378321","0.137882478378321"
"255","-0.19439038333106548","-0.19439038333106548","-0.19439038333106548"
"256","-0.18643966503441334","-0.18643966503441334","-0.18643966503441334"
"257","0.16911087223549479","0.16911087223549479","0.16911087223549479"
"258","0.15264025314520763","0.15264025314520763","0.15264025314520763"
"259","-0.15712107636116363","-0.15712107636116363","-0.15712107636116363"
"260","-0.18243892598397954","-0.18243892598397954","-0.18243892598397954"
"261","0.1666324081329199","0.1666324081329199","0.1666324081329199"
"262","0.13141374126240446","0.13141374126240446","0.13141374126240446"
"263","-0.17059456184506416","-0.17059456184506416","-0.17059456184506416"
"264","-0.11603775206994224","-0.11603775206994224","-0.11603775206994224"
"265","0.13911174515143354","0.13911174515143354","0.13911174515143354"
"266","0.14218236554576003","0.14218236554576003","0.14218236554576003"
"267","-0.13427904388436707","-0.13427904388436707","-0.13427904388436707"
"268","-0.11455081673017864","-0.11455081673017864","-0.11455081673017864"
"269","0.1341460248412088","0.1341460248412088","0.1341460248412088"
"270","0.10638493984595113","0.10638493984595113","0.10638493984595113"
"271","-0.003677516487975178","-0.003677516487975178","-0.003677516487975178"
"272","0.10428162107428351","0.10428162107428351","0.10428162107428351"
"273","0.18555988715245172","0.18555988715245172","0.18555988715245172"
"274","0.0039761629514134585","0.0039761629514134585","0.0039761629514134585"
"275","-0.05391841205758053","-0.05391841205758053","-0.05391841205758053"
"276","0.16298364523960196","0.16298364523960196","0.16298364523960196"
"277","0.09243068227203943","0.09243068227203943","0.09243068227203943"
"278","-0.12328700309104108","-0.12328700309104108","-0.12328700309104108"
"279","-0.07107777936362672","-0.07107777936362672","-0.07107777936362672"
"280","0.1808908075094223","0.1808908075094223","0.1808908075094223"
"281","0.13493216055077176","0.13493216055077176","0.13493216055077176"
"282","-0.12164995756493993","-0.12164995756493993","-0.12164995756493993"
"283","-0.11136860514388365","-0.11136860514388365","-0.11136860514388365"
"284","0.12601576041844156","0.12601576041844156","0.12601576041844156"
"285","0.10212593312774386","0.10212593312774386","0.10212593312774386"
"286","-0.11496965764317571","-0.11496965764317571","-0.11496965764317571"
"287","-0.07319643347920186","-0.07319643347920186","-0.07319643347920186"
"288","0.17068172702866216","0.17068172702866216","0.17068172702866216"
"289","0.11914720300627851","0.11914720300627851","0.11914720300627851"
"290","-0.09868718184092466","-0.09868718184092466","-0.09868718184092466"
"291","-0.0909183942047613","-0.0909183942047613","-0.0909183942047613"
"292","0.13587767088118893","0.13587767088118893","0.13587767088118893"
"293","0.1274751505917973","0.1274751505917973","0.1274751505917973"
"294","-0.1270717265962184","-0.1270717265962184","-0.1270717265962184"
"295","-0.1075304710721395","-0.1075304710721395","-0.1075304710721395"
"296","0.13229005645822595","0.13229005645822595","0.13229005645822595"
"297","0.12476658298708927","0.12476658298708927","0.12476658298708927"
"298","-0.1399307101033628","-0.1399307101033628","-0.1399307101033628"
"299","-0.10900445052503067","-0.10900445052503067","-0.10900445052503067"
"300","0.11299520248875898","0.11299520248875898","0.11299520248875898"
"301","0.11439824290573597","0.11439824290573597","0.11439824290573597"
"302","-0.103015684433991","-0.103015684433991","-0.103015684433991"
"303","-0.10244314227162338","-0.10244314227162338","-0.10244314227162338"
"304","0.11643926449763922","0.11643926449763922","0.11643926449763922"
"305","0.12515861025223365","0.12515861025223365","0.12515861025223365"
"306","-0.10853634586001372","-0.10853634586001372","-0.10853634586001372"
"307","-0.1222350047411103","-0.1222350047411103","-0.1222350047411103"
"308","0.10712357893397537","0.10712357893397537","0.10712357893397537"
"309","0.08089985003993835","0.08089985003993835","0.08089985003993835"
"310","-0.12407101131975651","-0.12407101131975651","-0.12407101131975651"
"311","-0.10869138942489141","-0.10869138942489141","-0.10869138942489141"
"312","0.10336767005302556","0.10336767005302556","0.10336767005302556"
"313","0.11350001799874007","0.11350001799874007","0.11350001799874007"
"314","-0.12020695715406794","-0.12020695715406794","-0.12020695715406794"
"315","-0.0973017062060535","-0.0973017062060535","-0.0973017062060535"
"316","0.13672070272075823","0.13672070272075823","0.13672070272075823"
"317","0.10315404878354367","0.10315404878354367","0.10315404878354367"
"318","-0.12656326141012342","-0.12656326141012342","-0.12656326141012342"
"319","-0.10998749350235887","-0.10998749350235887","-0.10998749350235887"
"320","0.099090453905937","0.099090453905937","0.099090453905937"
"321","0.09206282798154855","0.09206282798154855","0.09206282798154855"
"322","-0.08018791276108787","-0.08018791276108787","-0.08018791276108787"
"323","-0.09569136708974839","-0.09569136708974839","-0.09569136708974839"
"324","0.12895465772598982","0.12895465772598982","0.12895465772598982"
"325","0.11430876639234014","0.11430876639234014","0.11430876639234014"
"326","-0.09973518748449374","-0.09973518748449374","-0.09973518748449374"
"327","-0.09802354311014151","-0.09802354311014151","-0.09802354311014151"
"328","0.11249360046054743","0.11249360046054743","0.11249360046054743"
"329","0.09932370539251212","0.09932370539251212","0.09932370539251212"
"330","-0.11678934383850831","-0.11678934383850831","-0.11678934383850831"
"331","-0.11309930531284478","-0.11309930531284478","-0.11309930531284478"
"332","0.11989834669389222","0.11989834669389222","0.11989834669389222"
"333","0.09336985006100601","0.09336985006100601","0.09336985006100601"
"334","-0.09880422084014627","-0.09880422084014627","-0.09880422084014627"
"335","-0.10070353025864613","-0.10070353025864613","-0.10070353025864613"
"336","0.09157781071356826","0.09157781071356826","0.09157781071356826"
"337","0.07387731143106253","0.07387731143106253","0.07387731143106253"
"338","-0.08171847773911922","-0.08171847773911922","-0.08171847773911922"
"339","0.0010016710124909878","0.0010016710124909878","0.0010016710124909878"
"340","0.16755084909106555","0.16755084909106555","0.16755084909106555"
"341","0.10611530234416326","0.10611530234416326","0.10611530234416326"
"342","-0.046713882112796874","-0.046713882112796874","-0.046713882112796874"
"343","-0.013385539556341901","-0.013385539556341901","-0.013385539556341901"
"344","0.11724596263633834","0.11724596263633834","0.11724596263633834"
"345","0.05287675926946614","0.05287675926946614","0.05287675926946614"
"346","-0.07945624575631259","-0.07945624575631259","-0.07945624575631259"
"347","-0.013962251184165251","-0.013962251184165251","-0.013962251184165251"
"348","0.08645276189462779","0.08645276189462779","0.08645276189462779"
"349","-0.03201871806271123","-0.03201871806271123","-0.03201871806271123"
"350","-0.06493830829071746","-0.06493830829071746","-0.06493830829071746"
"351","0.11533743311961492","0.11533743311961492","0.11533743311961492"
"352","0.0718885882953672","0.0718885882953672","0.0718885882953672"
"353","-0.13092037489716435","-0.13092037489716435","-0.13092037489716435"
"354","-0.12485763910290314","-0.12485763910290314","-0.12485763910290314"
"355","0.10681615790850679","0.10681615790850679","0.10681615790850679"
"356","0.08183674264167036","0.08183674264167036","0.08183674264167036"
"357","-0.12918220343334333","-0.12918220343334333","-0.12918220343334333"
"358","-0.10229300850466506","-0.10229300850466506","-0.10229300850466506"
"359","0.10702025744359235","0.10702025744359235","0.10702025744359235"
"360","0.09065789637574251","0.09065789637574251","0.09065789637574251"
"361","-0.10666969221913153","-0.10666969221913153","-0.10666969221913153"
"362","-0.08733919019500415","-0.08733919019500415","-0.08733919019500415"
"363","0.12222165050538811","0.12222165050538811","0.12222165050538811"
"364","0.09813037472711482","0.09813037472711482","0.09813037472711482"
"365","-0.10521262791007757","-0.10521262791007757","-0.10521262791007757"
"366","-0.08842967324616278","-0.08842967324616278","-0.08842967324616278"
"367","0.12291732027723982","0.12291732027723982","0.12291732027723982"
"368","0.07589361944223104","0.07589361944223104","0.07589361944223104"
"369","-0.10798179153083028","-0.10798179153083028","-0.10798179153083028"
"370","-0.08743246767058302","-0.08743246767058302","-0.08743246767058302"
"371","0.10096026420593261","0.10096026420593261","0.10096026420593261"
"372","0.09698205724568434","0.09698205724568434","0.09698205724568434"
"373","-0.09673985586885143","-0.09673985586885143","-0.09673985586885143"
"374","-0.10182633733665439","-0.10182633733665439","-0.10182633733665439"
"375","0.14099949753532806","0.14099949753532806","0.14099949753532806"
"376","0.10325170907637347","0.10325170907637347","0.10325170907637347"
"377","-0.09424390717291496","-0.09424390717291496","-0.09424390717291496"
"378","-0.054942852285291464","-0.054942852285291464","-0.054942852285291464"
"379","0.12289976105093955","0.12289976105093955","0.12289976105093955"
"380","0.09266610810642734","0.09266610810642734","0.09266610810642734"
"381","-0.08721601842519115","-0.08721601842519115","-0.08721601842519115"
"382","-0.03895888922681265","-0.03895888922681265","-0.03895888922681265"
"383","0.1219364418130782","0.1219364418130782","0.1219364418130782"
"384","0.10803930684924126","0.10803930684924126","0.10803930684924126"
"385","-0.09186881030392316","-0.09186881030392316","-0.09186881030392316"
"386","-0.06733908610684532","-0.06733908610684532","-0.06733908610684532"
"387","0.10851972645946911","0.10851972645946911","0.10851972645946911"
"388","0.0768350573522704","0.0768350573522704","0.0768350573522704"
"389","-0.09485564239218201","-0.09485564239218201","-0.09485564239218201"
"390","-0.09060092547110149","-0.09060092547110149","-0.09060092547110149"
"391","0.1185004385188222","0.1185004385188222","0.1185004385188222"
"392","0.06848787926677344","0.06848787926677344","0.06848787926677344"
"393","-0.09522280024726","-0.09522280024726","-0.09522280024726"
"394","-0.08449410614283646","-0.08449410614283646","-0.08449410614283646"
"395","0.08722208519007119","0.08722208519007119","0.08722208519007119"
"396","0.0787936440255079","0.0787936440255079","0.0787936440255079"
"397","-0.09227266357238613","-0.09227266357238613","-0.09227266357238613"
"398","-0.09089560292556252","-0.09089560292556252","-0.09089560292556252"
"399","0.09690608145439461","0.09690608145439461","0.09690608145439461"
"400","0.08151031526881204","0.08151031526881204","0.08151031526881204"
"401","-0.07629569928560938","-0.07629569928560938","-0.07629569928560938"
"402","-0.05522107524383399","-0.05522107524383399","-0.05522107524383399"
"403","0.12472041977056558","0.12472041977056558","0.12472041977056558"
"404","0.11829573882592691","0.11829573882592691","0.11829573882592691"
"405","-0.0681035003739677","-0.0681035003739677","-0.0681035003739677"
"406","-0.08321492299437523","-0.08321492299437523","-0.08321492299437523"
"407","0.0852099113787214","0.0852099113787214","0.0852099113787214"
"408","0.08514361977577209","0.08514361977577209","0.08514361977577209"
"409","-0.094149871784098","-0.094149871784098","-0.094149871784098"
"410","-0.07635373693397816","-0.07635373693397816","-0.07635373693397816"
"411","0.09589343942287895","0.09589343942287895","0.09589343942287895"
"412","-0.002329285728202584","-0.002329285728202584","-0.002329285728202584"
"413","0.03733944050101957","0.03733944050101957","0.03733944050101957"
"414","-0.0323315050295541","-0.0323315050295541","-0.0323315050295541"
"415","-0.04878833877026207","-0.04878833877026207","-0.04878833877026207"
