"Step","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/opmd_loss","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/opmd_loss__MIN","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/opmd_loss__MAX"
"117","0.4175344402350387","0.4175344402350387","0.4175344402350387"
"118","0.4880640256589303","0.4880640256589303","0.4880640256589303"
"119","0.3433000950409271","0.3433000950409271","0.3433000950409271"
"120","0.31843981909332797","0.31843981909332797","0.31843981909332797"
"121","0.31656685332731843","0.31656685332731843","0.31656685332731843"
"122","0.36163198724472484","0.36163198724472484","0.36163198724472484"
"123","0.6075065141470221","0.6075065141470221","0.6075065141470221"
"124","0.503292960212811","0.503292960212811","0.503292960212811"
"125","0.4839169736326827","0.4839169736326827","0.4839169736326827"
"126","0.54082134014645","0.54082134014645","0.54082134014645"
"127","0.5124818030232564","0.5124818030232564","0.5124818030232564"
"128","0.5777507483726367","0.5777507483726367","0.5777507483726367"
"129","0.5015407923760044","0.5015407923760044","0.5015407923760044"
"130","0.49816839568250415","0.49816839568250415","0.49816839568250415"
"131","0.6541017706480783","0.6541017706480783","0.6541017706480783"
"132","0.6347291322373267","0.6347291322373267","0.6347291322373267"
"133","0.5682098556143181","0.5682098556143181","0.5682098556143181"
"134","0.4878575365782078","0.4878575365782078","0.4878575365782078"
"135","0.5700523310154676","0.5700523310154676","0.5700523310154676"
"136","0.4381303518827816","0.4381303518827816","0.4381303518827816"
"137","0.6954171198109785","0.6954171198109785","0.6954171198109785"
"138","0.5338877342641354","0.5338877342641354","0.5338877342641354"
"139","0.7105726159479416","0.7105726159479416","0.7105726159479416"
"140","0.5857631704218236","0.5857631704218236","0.5857631704218236"
"141","0.5389984804921999","0.5389984804921999","0.5389984804921999"
"142","0.5329043116145886","0.5329043116145886","0.5329043116145886"
"143","0.5610571208272654","0.5610571208272654","0.5610571208272654"
"144","0.8388683456232421","0.8388683456232421","0.8388683456232421"
"145","0.7449876483957711","0.7449876483957711","0.7449876483957711"
"146","0.5595580842345953","0.5595580842345953","0.5595580842345953"
"147","0.6835502248505751","0.6835502248505751","0.6835502248505751"
"148","0.7259693262632936","0.7259693262632936","0.7259693262632936"
"149","0.5474011852789451","0.5474011852789451","0.5474011852789451"
"150","0.765890268778259","0.765890268778259","0.765890268778259"
"151","0.8459057322322903","0.8459057322322903","0.8459057322322903"
"152","0.758955895594538","0.758955895594538","0.758955895594538"
"153","0.6776348496105794","0.6776348496105794","0.6776348496105794"
"154","0.7896115084719143","0.7896115084719143","0.7896115084719143"
"155","0.763017402789383","0.763017402789383","0.763017402789383"
"156","0.8218865839505121","0.8218865839505121","0.8218865839505121"
"157","0.7956373179163111","0.7956373179163111","0.7956373179163111"
"158","0.7822697997105786","0.7822697997105786","0.7822697997105786"
"159","0.744497535095827","0.744497535095827","0.744497535095827"
"160","0.7618846446360893","0.7618846446360893","0.7618846446360893"
"161","0.8579831046915454","0.8579831046915454","0.8579831046915454"
"162","0.7847083662303963","0.7847083662303963","0.7847083662303963"
"163","1.12707842403167","1.12707842403167","1.12707842403167"
"164","0.9064642641029946","0.9064642641029946","0.9064642641029946"
"165","1.0149146187540194","1.0149146187540194","1.0149146187540194"
"166","0.879989950849006","0.879989950849006","0.879989950849006"
"167","0.7720354764605872","0.7720354764605872","0.7720354764605872"
"168","0.9684553137165495","0.9684553137165495","0.9684553137165495"
"169","0.945600886358304","0.945600886358304","0.945600886358304"
"170","1.0335731694474817","1.0335731694474817","1.0335731694474817"
"171","1.0765033252005065","1.0765033252005065","1.0765033252005065"
"172","0.9605627968805294","0.9605627968805294","0.9605627968805294"
"173","1.0896907135844232","1.0896907135844232","1.0896907135844232"
"174","0.8462597053880111","0.8462597053880111","0.8462597053880111"
"175","0.7533076375565795","0.7533076375565795","0.7533076375565795"
"176","0.8227566227207289","0.8227566227207289","0.8227566227207289"
"177","0.9307456822411734","0.9307456822411734","0.9307456822411734"
"178","0.985500047703584","0.985500047703584","0.985500047703584"
"179","0.9905001200748155","0.9905001200748155","0.9905001200748155"
"180","0.9004283824917645","0.9004283824917645","0.9004283824917645"
"181","1.0435120220972998","0.8665761915830578","1.2204478526115417"
"182","0.9807482275884689","0.8586760460876111","1.1028204090893268"
"183","0.9536525606358723","0.9410451483484861","0.9662599729232585"
"184","0.9087907654858653","0.8722536752244369","0.9453278557472938"
"185","0.9130600779303792","0.8760780312314436","0.9500421246293148"
"186","0.9899321873963585","0.9898395391359721","0.9900248356567449"
"187","1.0332860717653762","0.9126770855268327","1.1538950580039196"
"188","0.9063812700259548","0.8200070873687142","0.9927554526831954"
"189","0.9601509044092205","0.8688091723031054","1.0514926365153356"
"190","1.057194852888664","0.9482711866395931","1.166118519137735"
"191","1.0537842282587115","1.0537842282587115","1.0537842282587115"
"192","1.0556898470719656","1.0556898470719656","1.0556898470719656"
"193","1.0100603805560815","1.0100603805560815","1.0100603805560815"
"194","1.0659406818449497","1.0659406818449497","1.0659406818449497"
"195","0.9561475292779505","0.9561475292779505","0.9561475292779505"
"196","0.9857977183404355","0.9857977183404355","0.9857977183404355"
"197","1.0572289813447882","1.0572289813447882","1.0572289813447882"
"198","1.0869481972343213","1.0869481972343213","1.0869481972343213"
"199","1.2066934795090647","1.2066934795090647","1.2066934795090647"
"200","1.0344939695890336","1.0344939695890336","1.0344939695890336"
"201","1.011463772309454","1.011463772309454","1.011463772309454"
"202","0.9433250529943286","0.9433250529943286","0.9433250529943286"
"203","0.8448099685279099","0.8448099685279099","0.8448099685279099"
"204","0.7775864326036893","0.7775864326036893","0.7775864326036893"
"205","1.0824931430546805","1.0824931430546805","1.0824931430546805"
"206","0.9370746380998753","0.9370746380998753","0.9370746380998753"
"207","0.9284527126986247","0.9284527126986247","0.9284527126986247"
"208","0.9048511209976242","0.9048511209976242","0.9048511209976242"
"209","1.147060319571428","1.147060319571428","1.147060319571428"
"210","1.0034779325659786","1.0034779325659786","1.0034779325659786"
"211","0.99770288882511","0.99770288882511","0.99770288882511"
"212","0.8614479791621367","0.8614479791621367","0.8614479791621367"
"213","1.008448712527752","1.008448712527752","1.008448712527752"
"214","0.9729272312409168","0.9729272312409168","0.9729272312409168"
"215","1.0687518842570798","1.0687518842570798","1.0687518842570798"
"216","0.9375452195959432","0.9375452195959432","0.9375452195959432"
"217","1.103799041003397","1.103799041003397","1.103799041003397"
"218","0.9237729765842726","0.9237729765842726","0.9237729765842726"
"219","1.009220173092265","1.009220173092265","1.009220173092265"
"220","1.1793894303696497","1.1793894303696497","1.1793894303696497"
"221","1.0790097211088454","1.0790097211088454","1.0790097211088454"
"222","1.0108328651104654","1.0108328651104654","1.0108328651104654"
"223","0.9034069899010332","0.9034069899010332","0.9034069899010332"
"224","0.8938311762693856","0.8938311762693856","0.8938311762693856"
"225","0.969772401877812","0.969772401877812","0.969772401877812"
"226","0.9378473140596826","0.9378473140596826","0.9378473140596826"
"227","0.9292937387815781","0.9292937387815781","0.9292937387815781"
"228","1.0071722985628773","1.0071722985628773","1.0071722985628773"
"229","1.0068773825598114","1.0068773825598114","1.0068773825598114"
"230","0.9314858964453004","0.9314858964453004","0.9314858964453004"
"231","1.031373187440221","1.031373187440221","1.031373187440221"
"232","0.9654034258580053","0.9654034258580053","0.9654034258580053"
"233","0.9493880816217926","0.9493880816217926","0.9493880816217926"
"234","1.0643534154602976","1.0643534154602976","1.0643534154602976"
"235","1.0143644623458385","1.0143644623458385","1.0143644623458385"
"236","0.9435320444523342","0.9435320444523342","0.9435320444523342"
"237","1.046517925336957","1.046517925336957","1.046517925336957"
"238","0.9457932433911732","0.9457932433911732","0.9457932433911732"
"239","0.8084145469324929","0.8084145469324929","0.8084145469324929"
"240","0.8583701031579487","0.8583701031579487","0.8583701031579487"
"241","0.8578927227192454","0.8578927227192454","0.8578927227192454"
"242","1.016915002270885","1.016915002270885","1.016915002270885"
"243","0.8999656507124504","0.8999656507124504","0.8999656507124504"
"244","0.9202943771657809","0.9202943771657809","0.9202943771657809"
"245","0.8637499563492738","0.8637499563492738","0.8637499563492738"
"246","0.8983955304767635","0.8983955304767635","0.8983955304767635"
"247","0.8692807792440841","0.8692807792440841","0.8692807792440841"
"248","1.0487935508031454","1.0487935508031454","1.0487935508031454"
"249","1.0142171608612818","1.0142171608612818","1.0142171608612818"
"250","0.9327705651521683","0.9327705651521683","0.9327705651521683"
"251","0.8327299948187842","0.8327299948187842","0.8327299948187842"
"252","0.8226855255197734","0.8226855255197734","0.8226855255197734"
"253","0.9157527638460273","0.9157527638460273","0.9157527638460273"
"254","0.942323871271711","0.942323871271711","0.942323871271711"
"255","0.8282261794382656","0.8282261794382656","0.8282261794382656"
"256","1.0721191293559968","1.0721191293559968","1.0721191293559968"
"257","1.0751841059097877","1.0751841059097877","1.0751841059097877"
"258","0.8376634740852751","0.8376634740852751","0.8376634740852751"
"259","0.8192921591656549","0.8192921591656549","0.8192921591656549"
"260","0.9327182788131894","0.9327182788131894","0.9327182788131894"
"261","0.8903611637992416","0.851492486085691","0.9292298415127922"
"262","0.9656811995488225","0.9390856921672821","0.9922767069303629"
"263","0.901938022702241","0.8621564526406545","0.9417195927638274"
"264","0.9554624248382948","0.862111722800269","1.0488131268763206"
"265","0.9129688377181688","0.8359308615326881","0.9900068139036496"
"266","0.8193851075475178","0.8193851075475178","0.8193851075475178"
"267","0.9344091755338013","0.9344091755338013","0.9344091755338013"
"268","0.8298482319979525","0.8298482319979525","0.8298482319979525"
"269","0.7962931594952489","0.7962931594952489","0.7962931594952489"
"270","0.8612824503113242","0.8612824503113242","0.8612824503113242"
"271","0.758928029877799","0.758928029877799","0.758928029877799"
"272","0.9150078739438738","0.9150078739438738","0.9150078739438738"
"273","0.9364750161767006","0.9364750161767006","0.9364750161767006"
"274","0.8177465832103854","0.8177465832103854","0.8177465832103854"
"275","0.9211263873179754","0.9211263873179754","0.9211263873179754"
"276","0.8753509028276927","0.8753509028276927","0.8753509028276927"
"277","0.8508487881069452","0.8508487881069452","0.8508487881069452"
"278","0.9739869748478505","0.9739869748478505","0.9739869748478505"
"279","1.0099152910988778","1.0099152910988778","1.0099152910988778"
"280","0.94549063959947","0.94549063959947","0.94549063959947"
"281","1.0372528706639834","0.9158424881856833","1.1586632531422836"
"282","0.9530143414823604","0.9132519002471652","0.9927767827175558"
"283","1.0178312224620358","0.9880794469553691","1.0475829979687026"
"284","1.0055086049048796","0.9360511605290399","1.0749660492807194"
"285","0.9024885644515355","0.8177195489406586","0.9872575799624125"
"286","0.9661462526130618","0.9196755271691542","1.0126169780569692"
"287","0.9952235611613899","0.9647542899474502","1.0256928323753296"
"288","0.9704929204835069","0.9505034231004261","0.9904824178665876"
"289","1.007052259909347","0.9735102987111505","1.0405942211075434"
"290","1.0137224458091492","0.9829016351141036","1.044543256504195"
"291","0.9194623284607186","0.9180885527063819","0.9208361042150552"
"292","1.047021212859129","0.9753206877121284","1.1187217380061294"
"293","0.9708337210185294","0.9040394717029163","1.0376279703341424"
"294","1.0914099234523196","1.0914099234523196","1.0914099234523196"
"295","0.9698055285428252","0.9698055285428252","0.9698055285428252"
"296","1.066430837995764","1.066430837995764","1.066430837995764"
"297","0.9914107571725976","0.9914107571725976","0.9914107571725976"
"298","0.9235949621234142","0.9235949621234142","0.9235949621234142"
"299","1.0922049283981323","1.0922049283981323","1.0922049283981323"
"300","1.0365690891859962","1.0365690891859962","1.0365690891859962"
"301","1.002925497435388","1.002925497435388","1.002925497435388"
"302","1.0479526993106394","1.0479526993106394","1.0479526993106394"
"303","0.9904758916861975","0.9904758916861975","0.9904758916861975"
"304","1.0180343994870782","1.0180343994870782","1.0180343994870782"
"305","1.1273410036013676","1.1273410036013676","1.1273410036013676"
"306","1.0549791902303696","1.0549791902303696","1.0549791902303696"
"307","0.910323355453355","0.910323355453355","0.910323355453355"
"308","0.9158041951143079","0.9158041951143079","0.9158041951143079"
"309","1.1515168509786091","1.1515168509786091","1.1515168509786091"
"310","1.187909674076807","1.187909674076807","1.187909674076807"
"311","1.0822925104544714","1.0822925104544714","1.0822925104544714"
"312","1.0306755820317055","1.0306755820317055","1.0306755820317055"
"313","1.0032427545417757","1.0032427545417757","1.0032427545417757"
"314","1.0474407056139574","1.0474407056139574","1.0474407056139574"
"315","1.1799965035734754","1.1799965035734754","1.1799965035734754"
"316","1.1612268374516415","1.1612268374516415","1.1612268374516415"
"317","1.1516468682222896","1.1516468682222896","1.1516468682222896"
"318","1.2212940572746216","1.2212940572746216","1.2212940572746216"
"319","1.170967521089496","1.170967521089496","1.170967521089496"
"320","1.099738369538234","1.099738369538234","1.099738369538234"
"321","1.0934427637320299","1.0934427637320299","1.0934427637320299"
"322","1.018787411675937","1.018787411675937","1.018787411675937"
"323","1.0027422512119466","1.0027422512119466","1.0027422512119466"
"324","1.1352989664718287","1.1352989664718287","1.1352989664718287"
"325","1.0235849030552402","1.0235849030552402","1.0235849030552402"
"326","1.0089057564735413","1.0089057564735413","1.0089057564735413"
"327","1.063281641593055","1.063281641593055","1.063281641593055"
"328","1.0231311206634228","1.0231311206634228","1.0231311206634228"
"329","1.0358219455245514","1.0358219455245514","1.0358219455245514"
"330","0.919509438402725","0.919509438402725","0.919509438402725"
"331","0.9212863541075161","0.9212863541075161","0.9212863541075161"
"332","0.98693723643004","0.98693723643004","0.98693723643004"
"333","1.074839337345432","1.074839337345432","1.074839337345432"
"334","1.0417282874969875","1.0417282874969875","1.0417282874969875"
"335","0.9442797506580481","0.9442797506580481","0.9442797506580481"
"336","0.8948719032219986","0.8948719032219986","0.8948719032219986"
"337","1.084406450174857","1.084406450174857","1.084406450174857"
"338","1.1087522506713867","1.1087522506713867","1.1087522506713867"
"339","1.062416096528371","1.062416096528371","1.062416096528371"
"340","1.0259014493785799","1.0259014493785799","1.0259014493785799"
"341","0.9723297244671619","0.9723297244671619","0.9723297244671619"
"342","1.0470260352857652","1.0470260352857652","1.0470260352857652"
"343","1.1061994163762956","1.1061994163762956","1.1061994163762956"
"344","1.0810895715441022","1.0810895715441022","1.0810895715441022"
"345","0.9047085384235662","0.9047085384235662","0.9047085384235662"
"346","1.1070588745417134","1.1070588745417134","1.1070588745417134"
"347","1.1456507482836324","1.1456507482836324","1.1456507482836324"
"348","1.0492081105236024","1.0492081105236024","1.0492081105236024"
"349","1.0544580162717745","1.0544580162717745","1.0544580162717745"
"350","0.9719164477310319","0.9719164477310319","0.9719164477310319"
