step	pivot
381	7.365789413452148
382	8.07638931274414
383	7.612847328186035
384	6.867543697357178
385	5.818420886993408
386	7.21842098236084
387	7.324561595916748
388	8.368420600891113
389	7.067543983459473
390	8.03038215637207
391	8.097517967224121
392	7.746491432189941
393	6.732456207275391
394	5.965789318084717
395	7.869791507720947
396	7.410590171813965
397	6.814236164093018
398	7.234375
399	6.63975715637207
400	7.681423664093018
401	8.532456398010254
402	5.951388835906982
403	6.416666507720947
404	7.86631965637207
405	6.2833333015441895
406	7.238475322723389
407	6.78038215637207
408	5.755208492279053
409	4.769298076629639
410	6.589473724365234
411	6.996415615081787
412	7.683159828186035
413	6.712673664093018
414	8.041666984558105
415	7.33680534362793
416	7.034722328186035
417	6.971631050109863
418	7.064236164093018
419	8.213541984558105
420	6.519097328186035
421	7.21006965637207
422	8.054386138916016
423	6.480034828186035
424	8.338541984558105
425	7.763157844543457
426	6.84288215637207
427	7.024561405181885
428	8.117544174194336
429	6.14385986328125
430	6.2734375
431	7.551754474639893
432	6.714409828186035
433	5.924479007720947
434	7.082456111907959
435	6.937719345092773
436	8.35329818725586
437	6.579824447631836
438	7.571929931640625
439	7.963541507720947
440	6.951754570007324
441	7.265625
442	7.5546875
443	7.950520992279053
444	7.123684406280518
445	7.276041507720947
446	7.828070163726807
447	7.140070915222168
448	8.23611068725586
449	8.377604484558105
450	5.765625
451	7.700716972351074
452	7.254385948181152
453	6.642361164093018
454	8.13888931274414
455	6.54736852645874
456	6.571808338165283
457	5.882456302642822
458	7.182291507720947
459	6.5390625
460	8.307894706726074
461	7.922872543334961
462	6.876736164093018
463	8.176215171813965
464	6.934027671813965
465	6.660526275634766
466	7.520390033721924
467	6.726315975189209
468	7.6015625
469	6.651909828186035
470	6.622395992279053
471	8.023297309875488
472	8.25868034362793
473	7.645614147186279
474	6.507894515991211
475	7.658688068389893
476	7.342982292175293
