step	pivot
1	2.2774510383605957
2	1.9847561120986936
3	1.7821969985961914
4	2.470930337905884
5	2.4597702026367188
6	2.664658546447754
7	2.365384578704834
8	3.2435896396636963
9	2.918604612350464
10	2.1067416667938232
11	4.0625
12	3.746875047683716
13	3.6305220127105713
14	3.6320223808288574
15	5.268314838409424
16	4.697318077087402
17	5.032771587371826
18	7.036231994628906
19	5.4472222328186035
20	5.86141300201416
21	5.812984466552734
22	5.898876190185547
23	5.53532600402832
24	5.560035705566406
25	4.482600688934326
26	7.992509365081787
27	6.310283660888672
28	7.282051086425781
29	7.451704502105713
30	7.449999809265137
31	6.166666507720947
32	6.498127460479736
33	6.679211616516113
34	8.389492988586426
35	7.240143299102783
36	6.984848499298096
37	7.900362491607666
38	6.176315784454346
39	7.477192878723144
40	8.64385986328125
41	7.171146869659424
42	6.609042644500732
43	9.312724113464355
44	6.562734127044678
45	6.520833492279053
46	8.031028747558594
47	6.715950012207031
48	7.849637508392334
49	7.588827610015869
50	8.743727684020996
51	7.934397220611572
52	8.221631050109863
53	8.18684196472168
54	8.261775016784668
55	7.783154010772705
56	6.974637508392334
57	8.919384002685547
58	8.549283027648926
59	8.560525894165039
60	9.117021560668944
61	8.984929084777832
62	7.318420886993408
63	8.051971435546875
64	9.408771514892578
65	8.362588882446289
66	8.44444465637207
67	9.636200904846191
68	8.76418399810791
69	7.967741966247559
70	8.695340156555176
71	9.007246017456056
72	8.009856224060059
73	9.2265625
74	8.749122619628906
75	11.108772277832031
76	8.480496406555176
77	8.898049354553223
78	9.47580623626709
79	7.39982271194458
80	9.726950645446776
81	9.945035934448242
82	8.920212745666504
83	7.646701335906982
84	8.34375
85	7.845486164093018
86	7.503508567810059
87	8.02517318725586
88	8.826241493225098
89	9.144737243652344
90	8.152482032775879
91	8.917543411254883
92	8.37368392944336
93	7.589409828186035
94	8.71453857421875
95	9.951754570007324
96	8.570921897888184
97	8.943548202514648
98	8.490350723266602
99	9.386841773986816
100	10.261775016784668
101	10.0377197265625
102	9.499122619628906
103	8.175347328186035
104	9.71491241455078
105	8.108156204223633
106	9.90070915222168
107	8.24131965637207
108	10.232975006103516
109	9.485087394714355
110	9.206597328186035
111	10.435088157653809
112	9.932456016540527
113	9.825520515441896
114	9.63771915435791
115	10.036458015441896
116	8.13888931274414
117	8.233333587646484
118	9.755208015441896
119	9.416666984558104
120	9.28211784362793
121	9.42641830444336
122	10.35243034362793
123	9.339473724365234
124	10.671929359436035
125	9.241228103637695
126	11.101754188537598
127	9.30555534362793
128	8.607894897460938
129	8.822807312011719
130	9.799479484558104
131	9.50985622406006
132	11.04298210144043
133	8.920175552368164
134	8.954385757446289
135	9.239473342895508
136	9.019298553466797
137	8.288530349731445
138	10.88652515411377
139	11.07638931274414
140	8.97743034362793
141	9.111979484558104
142	9.57280731201172
143	10.521929740905762
144	7.58680534362793
145	9.971052169799805
146	9.223684310913086
147	10.243794441223145
148	8.784210205078125
149	9.46267318725586
150	10.054386138916016
151	10.406140327453612
152	10.201754570007324
153	10.433159828186035
154	9.609042167663574
155	9.625
156	10.505263328552246
157	9.949122428894045
158	7.992831707000732
159	9.505208015441896
160	11.255208015441896
161	9.24305534362793
162	11.140625
163	10.09375
164	9.84548568725586
165	9.807291984558104
166	9.22829818725586
167	12.04079818725586
168	9.41315746307373
169	10.48581600189209
170	10.426215171813965
171	9.672806739807127
172	10.315789222717283
173	9.418439865112305
174	9.494680404663086
175	10.10614013671875
176	9.979166984558104
177	9.29513931274414
178	9.3359375
179	9.831560134887695
180	10.562280654907228
181	9.095745086669922
182	9.762280464172363
183	10.467543601989746
184	9.50607681274414
185	8.8732271194458
186	11.109375
187	10.58684253692627
188	9.29298210144043
189	10.31163215637207
190	8.83420181274414
191	10.688596725463867
192	9.120659828186035
193	10.117544174194336
194	10.082465171813965
195	9.078125
196	10.168420791625977
197	9.395833015441896
198	10.089409828186035
199	10.82986068725586
200	10.239473342895508
201	10.66489315032959
202	9.184895515441896
203	9.78211784362793
204	12.827193260192873
205	8.93576431274414
206	9.75607681274414
207	10.74392318725586
208	9.115248680114746
209	9.370659828186035
210	10.355902671813965
211	9.23859691619873
212	10.145833015441896
213	9.456597328186035
214	9.57180881500244
215	10.171099662780762
216	9.740350723266602
217	10.416666984558104
218	7.870967864990234
219	9.274560928344728
220	11.248208045959473
221	10.12673568725586
222	9.21788215637207
223	9.41232681274414
224	9.940603256225586
225	8.674479484558105
226	8.511284828186035
227	9.25173568725586
228	9.54298210144043
229	8.749122619628906
230	8.320921897888184
231	9.797368049621582
232	7.892982482910156
233	9.408771514892578
234	8.415780067443848
235	8.50173568725586
236	8.571052551269531
237	7.339409828186035
238	8.521052360534668
239	8.26388931274414
240	8.19298267364502
241	8.076315879821777
242	8.886284828186035
243	8.25614070892334
244	8.802631378173828
245	8.75086784362793
246	8.06423568725586
247	8.945921897888184
248	9.67361068725586
249	7.984375
250	8.895833015441895
251	8.78993034362793
252	8.152631759643555
253	9.192708015441896
254	8.957894325256348
255	8.158854484558105
256	8.50173568725586
257	10.216145515441896
258	9.190350532531738
259	7.3947367668151855
260	8.36228084564209
261	7.67274284362793
262	8.24392318725586
263	9.354166984558104
264	7.843085289001465
265	8.802083015441895
266	8.245659828186035
267	7.352631568908691
268	8.70138931274414
269	8.564035415649414
270	8.82118034362793
271	8.918402671813965
272	8.784210205078125
273	7.492021083831787
274	7.60850715637207
275	8.1201753616333
276	7.81315803527832
277	8.581579208374023
278	8.081579208374023
279	8.69444465637207
280	8.942708015441895
281	8.46788215637207
282	8.7517728805542
283	7.790350914001465
284	8.371930122375488
285	7.907894611358643
286	9.68836784362793
287	8.581579208374023
288	7.142361164093018
289	7.592198371887207
290	7.539473533630371
291	7.914912223815918
292	6.924731254577637
293	7.264184474945068
294	7.345613956451416
295	7.29736852645874
296	8.588768005371094
297	8.47048568725586
298	6.610815525054932
299	8.892105102539062
300	7.477192878723144
301	7.252604007720947
302	7.627192974090576
303	7.6353044509887695
304	8.524560928344727
305	7.515625
306	8.02517318725586
307	6.285590171813965
308	7.650173664093018
309	7.848404407501221
310	7.502631664276123
311	7.397368431091309
312	7.447048664093018
313	6.282455921173096
314	8.25607681274414
315	8.372395515441895
316	6.795138835906982
317	8.022644996643066
318	7.981382846832275
319	8.3421049118042
320	7.586879253387451
321	7.496491432189941
322	7.0491228103637695
323	9.028674125671388
324	7.123626232147217
325	8.02543830871582
326	8.125
327	7.248245716094971
328	8.629340171813965
329	9.508771896362305
330	8.382455825805664
331	7.209649085998535
332	9.178442001342772
333	7.432456016540527
334	7.5703125
335	8.888020515441895
336	8.427305221557617
337	7.599826335906982
338	7.25
339	9.051753997802734
340	7.74913215637207
341	8.473090171813965
342	8.070788383483887
343	8.23596477508545
344	8.173007011413574
345	9.50086784362793
346	7.714409828186035
347	8.575520515441895
348	7.769965171813965
349	8.191227912902832
350	8.546875
351	8.554964065551758
352	9.652777671813965
353	8.6875
354	8.55701732635498
355	6.7939066886901855
356	7.840351104736328
357	7.565412044525147
358	8.802083015441895
359	7.5
360	8.32899284362793
361	6.64149284362793
362	7.8578948974609375
363	8.619791984558105
364	8.461469650268555
365	7.87413215637207
366	8.63771915435791
367	8.980701446533203
368	8.385416984558105
369	7.006076335906982
370	6.604166507720947
371	7.856770992279053
372	7.652777671813965
373	7.928070068359375
374	9.37673568725586
375	6.909722328186035
376	9.332456588745115
377	8.71875
378	6.833333492279053
379	7.339473724365234
380	8.890625
